LOC111099035 rna-XM_022430346.1
LOC111100915 rna-XM_022433092.1
LOC111100924 rna-XM_022433105.1
LOC111100940 rna-XM_022433136.1
LOC111100977 rna-XM_022433161.1
LOC111100983 rna-XM_022433172.1
LOC111100993 rna-XM_022433193.1
LOC111101001 rna-XR_002634162.1
LOC111101006 rna-XM_022433210.1
LOC111101011 rna-XM_022433218.1
LOC111101014 rna-XR_002634168.1
LOC111101018 rna-XM_022433226.1
LOC111101021 rna-XM_022433230.1
LOC111101036 rna-XM_022433287.1
LOC111101040 rna-XM_022433296.1
LOC111101049 rna-XM_022433308.1
LOC111101060 rna-XM_022433332.1
LOC111101067 rna-XM_022433343.1
LOC111101080 rna-XM_022433367.1
LOC111101102 rna-XM_022433403.1
LOC111101103 rna-XM_022433440.1
LOC111101113 rna-XR_002634196.1
LOC111101121 rna-XR_002634200.1
LOC111101163 rna-XM_022433511.1
LOC111101190 rna-XM_022433562.1
LOC111101212 rna-XM_022433602.1
LOC111101251 rna-XR_002634217.1
LOC111101258 rna-XM_022433695.1
LOC111101270 rna-XR_002634225.1
LOC111101276 rna-XM_022433716.1
LOC111101301 rna-XR_002634250.1
LOC111101312 rna-XR_002634253.1
LOC111101349 rna-XM_022433803.1
LOC111101390 rna-XM_022433861.1
LOC111101420 rna-XM_022433908.1
LOC111101433 rna-XM_022433921.1
LOC111101435 rna-XM_022433924.1
LOC111101448 rna-XR_002634282.1
LOC111101458 rna-XM_022433953.1
LOC111101470 rna-XM_022433973.1
LOC111101518 rna-XM_022434044.1
LOC111101526 rna-XR_002634313.1
LOC111101541 rna-XM_022434064.1
LOC111101550 rna-XM_022434085.1
LOC111101584 rna-XM_022434113.1
LOC111101588 rna-XM_022434121.1
LOC111101601 rna-XM_022434134.1
LOC111101607 rna-XM_022434145.1
LOC111101612 rna-XM_022434162.1
LOC111101621 rna-XM_022434181.1
LOC111101629 rna-XR_002634343.1
LOC111101659 rna-XM_022434247.1
LOC111101682 rna-XR_002634362.1
LOC111101719 rna-XM_022434306.1
LOC111101752 rna-XM_022434351.1
LOC111101776 rna-XR_002634395.1
LOC111101808 rna-XM_022434414.1
LOC111101810 rna-XM_022434415.1
LOC111101811 rna-XR_002634402.1
LOC111101852 rna-XM_022434477.1
LOC111101883 rna-XM_022434532.1
LOC111101888 rna-XM_022434538.1
LOC111101893 rna-XM_022434544.1
LOC111102237 rna-XM_022434951.1
LOC111102278 rna-XM_022434946.1
LOC111102299 rna-XM_022434985.1
LOC111102338 rna-XM_022435007.1
LOC111102352 rna-XM_022435026.1
LOC111102388 rna-XR_002634472.1
LOC111102424 rna-XR_002634482.1
LOC111102446 rna-XM_022435192.1
LOC111102449 rna-XM_022435196.1
LOC111102453 rna-XM_022435200.1
LOC111102465 rna-XM_022435220.1
LOC111102493 rna-XM_022435263.1
LOC111102495 rna-XM_022435276.1
LOC111102496 rna-XM_022435280.1
LOC111102521 rna-XM_022435310.1
LOC111102536 rna-XM_022435330.1
LOC111102563 rna-XM_022435356.1
LOC111102582 rna-XM_022435384.1
LOC111102584 rna-XR_002634516.1
LOC111102597 rna-XM_022435411.1
LOC111102619 rna-XM_022435437.1
LOC111102675 rna-XM_022435511.1
LOC111102682 rna-XM_022435526.1
LOC111102692 rna-XR_002634538.1
LOC111102697 rna-XM_022435543.1
LOC111102714 rna-XM_022435569.1
LOC111102741 rna-XM_022435609.1
LOC111102745 rna-XR_002634549.1
LOC111102747 rna-XR_002634555.1
LOC111102781 rna-XM_022435648.1
LOC111102805 rna-XM_022435676.1
LOC111102809 rna-XM_022435682.1
LOC111102815 rna-XM_022435707.1
LOC111102824 rna-XM_022435713.1
LOC111102830 rna-XM_022435723.1
LOC111102833 rna-XM_022435860.1
LOC111102834 rna-XM_022435729.1
LOC111102853 rna-XM_022435771.1
LOC111102872 rna-XR_002634586.1
LOC111102899 rna-XM_022435833.1
LOC111102902 rna-XM_022435838.1
LOC111102911 rna-XM_022435851.1
LOC111102918 rna-XR_002634602.1
LOC111102936 rna-XR_002634604.1
LOC111102960 rna-XM_022435914.1
LOC111102962 rna-XM_022436303.1
LOC111102982 rna-XM_022435946.1
LOC111102989 rna-XM_022435956.1
LOC111103016 rna-XM_022436011.1
LOC111103018 rna-XM_022436005.1
LOC111103019 rna-XR_002634627.1
LOC111103020 rna-XM_022436016.1
LOC111103075 rna-XM_022436079.1
LOC111103090 rna-XM_022436101.1
LOC111103092 rna-XM_022436111.1
LOC111103116 rna-XM_022436346.1
LOC111103169 rna-XM_022436227.1
LOC111103176 rna-XM_022436243.1
LOC111103182 rna-XM_022436254.1
LOC111103207 rna-XM_022436280.1
LOC111103234 rna-XM_022436318.1
LOC111103236 rna-XM_022436326.1
LOC111103238 rna-XM_022436332.1
LOC111103240 rna-XM_022436331.1
LOC111103244 rna-XM_022436333.1
LOC111103274 rna-XM_022436415.1
LOC111103291 rna-XM_022436460.1
LOC111103305 rna-XM_022436481.1
LOC111103306 rna-XM_022436492.1
LOC111103316 rna-XM_022436502.1
LOC111103323 rna-XM_022436518.1
LOC111103337 rna-XM_022436522.1
LOC111103339 rna-XM_022436532.1
LOC111103342 rna-XM_022436536.1
LOC111103344 rna-XR_002634714.1
LOC111103345 rna-XR_002634727.1
LOC111103348 rna-XM_022436679.1
LOC111103357 rna-XM_022436566.1
LOC111103381 rna-XM_022436617.1
LOC111103390 rna-XM_022436636.1
LOC111103393 rna-XM_022436640.1
LOC111103401 rna-XM_022436684.1
LOC111103405 rna-XM_022436680.1
LOC111103427 rna-XM_022436706.1
LOC111103431 rna-XR_002634753.1
LOC111103443 rna-XR_002634761.1
LOC111103484 rna-XM_022436792.1
LOC111103517 rna-XM_022436848.1
LOC111103518 rna-XM_022436854.1
LOC111103530 rna-XM_022436869.1
LOC111103565 rna-XR_002634780.1
LOC111103578 rna-XM_022436955.1
LOC111103591 rna-XM_022436965.1
LOC111103596 rna-XM_022436975.1
LOC111103618 rna-XM_022437007.1
LOC111103646 rna-XM_022437049.1
LOC111103658 rna-XM_022437078.1
LOC111103664 rna-XM_022437085.1
LOC111103684 rna-XM_022437272.1
LOC111103692 rna-XM_022437123.1
LOC111103762 rna-XM_022437224.1
LOC111103783 rna-XM_022437250.1
LOC111103798 rna-XM_022437277.1
LOC111103809 rna-XM_022437301.1
LOC111103824 rna-XM_022437345.1
LOC111103825 rna-XM_022437357.1
LOC111103829 rna-XM_022437364.1
LOC111103830 rna-XM_022437367.1
LOC111103846 rna-XR_002634814.1
LOC111103848 rna-XM_022437401.1
LOC111103868 rna-XM_022437432.1
LOC111103901 rna-XM_022437494.1
LOC111103936 rna-XM_022437573.1
LOC111103937 rna-XR_002634822.1
LOC111103940 rna-XM_022437581.1
LOC111103959 rna-XR_002634825.1
LOC111103965 rna-XM_022437630.1
LOC111103989 rna-XM_022437663.1
LOC111104041 rna-XM_022437745.1
LOC111104055 rna-XM_022437767.1
LOC111104063 rna-XM_022437790.1
LOC111104066 rna-XM_022437797.1
LOC111104098 rna-XM_022437844.1
LOC111104107 rna-XM_022437860.1
LOC111104110 rna-XM_022437868.1
LOC111104124 rna-XM_022437901.1
LOC111104136 rna-XM_022437927.1
LOC111104154 rna-XM_022437952.1
LOC111104158 rna-XM_022437957.1
LOC111104159 rna-XR_002634841.1
LOC111104180 rna-XM_022437990.1
LOC111104183 rna-XM_022437996.1
LOC111104193 rna-XM_022438024.1
LOC111104211 rna-XM_022438048.1
LOC111104223 rna-XM_022438059.1
LOC111104266 rna-XM_022438112.1
LOC111104301 rna-XM_022438170.1
LOC111104340 rna-XM_022438233.1
LOC111104349 rna-XM_022438248.1
LOC111104406 rna-XR_002634885.1
LOC111104411 rna-XM_022438339.1
LOC111104424 rna-XM_022438362.1
LOC111104425 rna-XM_022438364.1
LOC111104428 rna-XM_022438367.1
LOC111104432 rna-XM_022438383.1
LOC111104433 rna-XM_022438391.1
LOC111104448 rna-XM_022438411.1
LOC111104451 rna-XM_022438420.1
LOC111104453 rna-XR_002634927.1
LOC111104461 rna-XM_022438433.1
LOC111104464 rna-XR_002634891.1
LOC111104474 rna-XM_022438452.1
LOC111104484 rna-XM_022438464.1
LOC111104497 rna-XR_002634895.1
LOC111104510 rna-XM_022438502.1
LOC111104515 rna-XM_022438507.1
LOC111104518 rna-XM_022438516.1
LOC111104526 rna-XM_022438528.1
LOC111104529 rna-XM_022438534.1
LOC111104537 rna-XR_002634908.1
LOC111104540 rna-XM_022438555.1
LOC111104557 rna-XM_022438573.1
LOC111104572 rna-XM_022438593.1
LOC111104590 rna-XR_002634921.1
LOC111104626 rna-XM_022438669.1
LOC111104627 rna-XM_022438657.1
LOC111104684 rna-XM_022438758.1
LOC111104686 rna-XM_022438761.1
LOC111104688 rna-XM_022438764.1
LOC111104697 rna-XM_022438783.1
LOC111104710 rna-XM_022438798.1
LOC111104711 rna-XM_022438801.1
LOC111104721 rna-XM_022438818.1
LOC111104725 rna-XR_002634947.1
LOC111104734 rna-XR_002634955.1
LOC111104738 rna-XM_022438839.1
LOC111104753 rna-XM_022438862.1
LOC111104754 rna-XM_022438864.1
LOC111104789 rna-XM_022438925.1
LOC111104794 rna-XM_022438932.1
LOC111104810 rna-XR_002634972.1
LOC111104827 rna-XM_022438972.1
LOC111104834 rna-XM_022438986.1
LOC111104842 rna-XR_002634980.1
LOC111104852 rna-XM_022439014.1
LOC111105066 rna-XM_022439250.1
LOC111105230 rna-XM_022439394.1
LOC111105243 rna-XM_022439415.1
LOC111105256 rna-XM_022439431.1
LOC111105272 rna-XM_022439454.1
LOC111105273 rna-XM_022439457.1
LOC111105296 rna-XM_022439496.1
LOC111105317 rna-XM_022439537.1
LOC111105324 rna-XM_022439550.1
LOC111105382 rna-XM_022439657.1
LOC111105420 rna-XM_022439704.1
LOC111105433 rna-XR_002635032.1
LOC111105434 rna-XM_022439730.1
LOC111105450 rna-XM_022439754.1
LOC111105453 rna-XM_022439753.1
LOC111105462 rna-XM_022439770.1
LOC111105470 rna-XM_022439785.1
LOC111105516 rna-XM_022439862.1
LOC111105540 rna-XM_022439895.1
LOC111105545 rna-XM_022439888.1
LOC111105555 rna-XM_022439913.1
LOC111105570 rna-XM_022439924.1
LOC111105573 rna-XM_022439928.1
LOC111105579 rna-XM_022439936.1
LOC111105597 rna-XM_022439961.1
LOC111105618 rna-XM_022439985.1
LOC111105619 rna-XM_022439991.1
LOC111105624 rna-XM_022439995.1
LOC111105636 rna-XM_022440015.1
LOC111105684 rna-XM_022440035.1
LOC111105755 rna-XM_022440147.1
LOC111105763 rna-XM_022440148.1
LOC111105770 rna-XM_022440154.1
LOC111105805 rna-XM_022440197.1
LOC111105810 rna-XM_022440211.1
LOC111105822 rna-XR_002635118.1
LOC111105840 rna-XM_022440279.1
LOC111105866 rna-XM_022440321.1
LOC111105882 rna-XM_022440341.1
LOC111105931 rna-XM_022440430.1
LOC111105939 rna-XM_022440443.1
LOC111105975 rna-XM_022440488.1
LOC111105983 rna-XR_002635136.1
LOC111106042 rna-XM_022440561.1
LOC111106057 rna-XM_022440581.1
LOC111106078 rna-XM_022440605.1
LOC111106103 rna-XM_022440631.1
LOC111106170 rna-XM_022440723.1
LOC111106179 rna-XR_002635181.1
LOC111106189 rna-XM_022440746.1
LOC111106199 rna-XM_022440762.1
LOC111106245 rna-XM_022440851.1
LOC111106255 rna-XM_022440859.1
LOC111106260 rna-XM_022440864.1
LOC111106267 rna-XM_022440877.1
LOC111106299 rna-XM_022440915.1
LOC111106307 rna-XM_022440933.1
LOC111106339 rna-XM_022440980.1
LOC111106386 rna-XM_022441043.1
LOC111106393 rna-XM_022441053.1
LOC111106420 rna-XM_022441088.1
LOC111106424 rna-XM_022441095.1
LOC111106438 rna-XM_022441109.1
LOC111106461 rna-XM_022441143.1
LOC111106471 rna-XM_022441165.1
LOC111106480 rna-XM_022441179.1
LOC111106481 rna-XM_022441180.1
LOC111106483 rna-XM_022441183.1
LOC111106504 rna-XM_022441211.1
LOC111106512 rna-XM_022441225.1
LOC111106516 rna-XM_022441233.1
LOC111106546 rna-XM_022441267.1
LOC111106578 rna-XM_022441305.1
LOC111106611 rna-XM_022441343.1
LOC111106628 rna-XM_022441365.1
LOC111106629 rna-XM_022441367.1
LOC111106650 rna-XM_022441404.1
LOC111106653 rna-XM_022441406.1
LOC111106659 rna-XM_022441423.1
LOC111106698 rna-XM_022441476.1
LOC111106711 rna-XM_022441501.1
LOC111106732 rna-XM_022441527.1
LOC111106750 rna-XM_022441550.1
LOC111106755 rna-XM_022441568.1
LOC111106793 rna-XR_002635281.1
LOC111106837 rna-XM_022441681.1
LOC111106867 rna-XM_022441729.1
LOC111106874 rna-XM_022441741.1
LOC111106915 rna-XR_002635314.1
LOC111106940 rna-XM_022441821.1
LOC111106979 rna-XM_022441884.1
LOC111106989 rna-XM_022441910.1
LOC111106996 rna-XR_002635321.1
LOC111107014 rna-XM_022441939.1
LOC111107019 rna-XM_022441949.1
LOC111107032 rna-XM_022441974.1
LOC111107040 rna-XM_022441985.1
LOC111107058 rna-XM_022442011.1
LOC111107084 rna-XM_022442048.1
LOC111107085 rna-XM_022442053.1
LOC111107130 rna-XM_022442128.1
LOC111107155 rna-XM_022442185.1
LOC111107158 rna-XM_022442195.1
LOC111107159 rna-XM_022442197.1
LOC111107181 rna-XM_022442226.1
LOC111107185 rna-XM_022442231.1
LOC111107204 rna-XM_022442260.1
LOC111107218 rna-XM_022442301.1
LOC111107224 rna-XM_022442312.1
LOC111107253 rna-XM_022442360.1
LOC111107266 rna-XM_022442378.1
LOC111107272 rna-XM_022442388.1
LOC111107284 rna-XM_022442415.1
LOC111107300 rna-XR_002635384.1
LOC111107318 rna-XM_022442460.1
LOC111107328 rna-XM_022442483.1
LOC111107360 rna-XM_022442538.1
LOC111107364 rna-XM_022442547.1
LOC111107413 rna-XM_022442608.1
LOC111107422 rna-XM_022442617.1
LOC111107486 rna-XM_022442705.1
LOC111107489 rna-XM_022442709.1
LOC111107510 rna-XM_022442737.1
LOC111107523 rna-XM_022442772.1
LOC111107576 rna-XM_022442842.1
LOC111107595 rna-XM_022442869.1
LOC111107663 rna-XM_022442952.1
LOC111107667 rna-XM_022442960.1
LOC111107669 rna-XM_022442973.1
LOC111107678 rna-XM_022442993.1
LOC111107679 rna-XM_022442997.1
LOC111107727 rna-XM_022443054.1
LOC111107757 rna-XM_022443101.1
LOC111107767 rna-XM_022443114.1
LOC111107781 rna-XR_002635453.1
LOC111107786 rna-XM_022443138.1
LOC111107815 rna-XM_022443178.1
LOC111107844 rna-XM_022443230.1
LOC111107854 rna-XM_022443248.1
LOC111107855 rna-XM_022443251.1
LOC111107897 rna-XM_022443300.1
LOC111107907 rna-XM_022443309.1
LOC111107926 rna-XM_022443360.1
LOC111107933 rna-XM_022443386.1
LOC111107940 rna-XM_022443403.1
LOC111107942 rna-XM_022443405.1
LOC111107953 rna-XM_022443418.1
LOC111107968 rna-XM_022443425.1
LOC111107974 rna-XR_002635497.1
LOC111107976 rna-XM_022443433.1
LOC111108007 rna-XM_022443480.1
LOC111108010 rna-XM_022443483.1
LOC111108026 rna-XM_022443515.1
LOC111108048 rna-XM_022443540.1
LOC111108050 rna-XM_022443543.1
LOC111108064 rna-XM_022443584.1
LOC111108071 rna-XM_022443593.1
LOC111108145 rna-XM_022443757.1
LOC111108167 rna-XM_022443792.1
LOC111108185 rna-XM_022443839.1
LOC111108197 rna-XM_022443865.1
LOC111108206 rna-XM_022443885.1
LOC111108218 rna-XM_022443951.1
LOC111108225 rna-XM_022443964.1
LOC111108226 rna-XM_022443970.1
LOC111108231 rna-XM_022443978.1
LOC111108249 rna-XM_022444454.1
LOC111108262 rna-XM_022444025.1
LOC111108265 rna-XM_022444028.1
LOC111108314 rna-XM_022444106.1
LOC111108323 rna-XR_002635559.1
LOC111108332 rna-XM_022444133.1
LOC111108344 rna-XM_022444153.1
LOC111108368 rna-XM_022444194.1
LOC111108377 rna-XM_022444212.1
LOC111108381 rna-XM_022444221.1
LOC111108398 rna-XM_022444252.1
LOC111108417 rna-XM_022444286.1
LOC111108443 rna-XM_022444339.1
LOC111108451 rna-XM_022444350.1
LOC111108474 rna-XM_022444387.1
LOC111108479 rna-XM_022444398.1
LOC111108491 rna-XM_022444419.1
LOC111108495 rna-XM_022444426.1
LOC111108503 rna-XM_022444443.1
LOC111108506 rna-XM_022444450.1
LOC111108523 rna-XM_022444476.1
LOC111108530 rna-XM_022444492.1
LOC111108537 rna-XM_022444507.1
LOC111108540 rna-XM_022444511.1
LOC111108564 rna-XR_002635585.1
LOC111108565 rna-XM_022444553.1
LOC111108578 rna-XR_002635597.1
LOC111108604 rna-XM_022444588.1
LOC111108616 rna-XM_022444604.1
LOC111108622 rna-XM_022444613.1
LOC111108626 rna-XM_022444621.1
LOC111108636 rna-XR_002635606.1
LOC111108642 rna-XM_022444646.1
LOC111108659 rna-XM_022444682.1
LOC111108670 rna-XM_022444704.1
LOC111108704 rna-XM_022444743.1
LOC111108708 rna-XR_002635612.1
LOC111108711 rna-XM_022444753.1
LOC111108719 rna-XM_022444758.1
LOC111108724 rna-XM_022444768.1
LOC111108758 rna-XR_002635620.1
LOC111108768 rna-XM_022444828.1
LOC111108782 rna-XM_022444858.1
LOC111109028 rna-XM_022445126.1
LOC111109263 rna-XM_022445349.1
LOC111109321 rna-XM_022445410.1
LOC111109402 rna-XR_002635630.1
LOC111109408 rna-XM_022445497.1
LOC111109410 rna-XM_022445511.1
LOC111109414 rna-XM_022445504.1
LOC111109429 rna-XM_022445530.1
LOC111109432 rna-XM_022445533.1
LOC111109449 rna-XM_022445559.1
LOC111109455 rna-XM_022445569.1
LOC111109473 rna-XM_022445613.1
LOC111109484 rna-XR_002635639.1
LOC111109497 rna-XM_022445660.1
LOC111109546 rna-XM_022445717.1
LOC111109547 rna-XM_022445714.1
LOC111109561 rna-XM_022445734.1
LOC111109588 rna-XM_022445769.1
LOC111109590 rna-XM_022445772.1
LOC111109596 rna-XM_022445787.1
LOC111109602 rna-XM_022445794.1
LOC111109611 rna-XM_022445803.1
LOC111109667 rna-XM_022445880.1
LOC111109698 rna-XM_022445921.1
LOC111109755 rna-XM_022445982.1
LOC111109802 rna-XM_022446039.1
LOC111109814 rna-XM_022446055.1
LOC111109821 rna-XM_022446062.1
LOC111109831 rna-XM_022446076.1
LOC111109845 rna-XM_022446094.1
LOC111109852 rna-XR_002635708.1
LOC111109855 rna-XM_022446106.1
LOC111109940 rna-XM_022446209.1
LOC111109955 rna-XM_022446233.1
LOC111109973 rna-XR_002635742.1
LOC111110028 rna-XM_022446351.1
LOC111110037 rna-XM_022446365.1
LOC111110038 rna-XM_022446366.1
LOC111110041 rna-XM_022446370.1
LOC111110073 rna-XM_022446405.1
LOC111110074 rna-XM_022446410.1
LOC111110083 rna-XM_022446419.1
LOC111110084 rna-XM_022446427.1
LOC111110088 rna-XM_022446433.1
LOC111110089 rna-XM_022446434.1
LOC111110093 rna-XM_022446447.1
LOC111110101 rna-XR_002635762.1
LOC111110104 rna-XM_022446464.1
LOC111110125 rna-XM_022446489.1
LOC111110127 rna-XM_022446496.1
LOC111110136 rna-XM_022446509.1
LOC111110139 rna-XR_002635767.1
LOC111110143 rna-XM_022446525.1
LOC111110144 rna-XM_022446526.1
LOC111110148 rna-XM_022446530.1
LOC111110149 rna-XM_022446536.1
LOC111110152 rna-XM_022446540.1
LOC111110239 rna-XM_022446647.1
LOC111110250 rna-XM_022446665.1
LOC111110255 rna-XM_022446674.1
LOC111110320 rna-XM_022446766.1
LOC111110329 rna-XR_002635800.1
LOC111110347 rna-XM_022446809.1
LOC111110371 rna-XM_022446846.1
LOC111110383 rna-XM_022446864.1
LOC111110394 rna-XM_022446879.1
LOC111110395 rna-XM_022446882.1
LOC111110398 rna-XM_022446884.1
LOC111110421 rna-XM_022446916.1
LOC111110440 rna-XM_022446940.1
LOC111110476 rna-XM_022446978.1
LOC111110477 rna-XM_022446991.1
LOC111110494 rna-XM_022447010.1
LOC111110495 rna-XM_022447020.1
LOC111110503 rna-XM_022447030.1
LOC111110517 rna-XM_022447053.1
LOC111110523 rna-XM_022447066.1
LOC111110524 rna-XM_022447069.1
LOC111110540 rna-XM_022447078.1
LOC111110625 rna-XM_022447198.1
LOC111110637 rna-XM_022447215.1
LOC111110671 rna-XM_022447268.1
LOC111110708 rna-XM_022447294.1
LOC111110720 rna-XM_022447312.1
LOC111110740 rna-XR_002635850.1
LOC111110743 rna-XM_022447344.1
LOC111110748 rna-XM_022447356.1
LOC111110749 rna-XM_022447368.1
LOC111110756 rna-XM_022447370.1
LOC111110782 rna-XM_022447394.1
LOC111110798 rna-XM_022447438.1
LOC111110816 rna-XM_022447433.1
LOC111110826 rna-XM_022447456.1
LOC111110858 rna-XM_022447495.1
LOC111110867 rna-XM_022447513.1
LOC111110875 rna-XM_022447526.1
LOC111110880 rna-XM_022447535.1
LOC111110886 rna-XM_022447542.1
LOC111110890 rna-XM_022447552.1
LOC111110910 rna-XM_022447580.1
LOC111110929 rna-XM_022447594.1
LOC111110946 rna-XM_022447618.1
LOC111110965 rna-XR_002635920.1
LOC111110975 rna-XM_022447657.1
LOC111110985 rna-XM_022447681.1
LOC111110988 rna-XM_022447687.1
LOC111110990 rna-XM_022447690.1
LOC111111003 rna-XM_022447727.1
LOC111111028 rna-XM_022447768.1
LOC111111054 rna-XM_022447793.1
LOC111111056 rna-XM_022447799.1
LOC111111058 rna-XM_022447806.1
LOC111111099 rna-XM_022447874.1
LOC111111107 rna-XM_022447885.1
LOC111111111 rna-XR_002635955.1
LOC111111114 rna-XM_022447896.1
LOC111111119 rna-XM_022447904.1
LOC111111132 rna-XM_022447938.1
LOC111111163 rna-XM_022447980.1
LOC111111212 rna-XM_022448037.1
LOC111111231 rna-XM_022448077.1
LOC111111255 rna-XR_002635990.1
LOC111111269 rna-XM_022448138.1
LOC111111279 rna-XM_022448151.1
LOC111111294 rna-XM_022448178.1
LOC111111314 rna-XM_022448211.1
LOC111111320 rna-XM_022448225.1
LOC111111333 rna-XM_022448246.1
LOC111111341 rna-XM_022448258.1
LOC111111347 rna-XM_022448276.1
LOC111111348 rna-XR_002636002.1
LOC111111358 rna-XM_022448290.1
LOC111111392 rna-XM_022448344.1
LOC111111403 rna-XM_022448389.1
LOC111111409 rna-XM_022448392.1
LOC111111432 rna-XM_022448424.1
LOC111111446 rna-XM_022448439.1
LOC111111451 rna-XM_022448445.1
LOC111111491 rna-XM_022448505.1
