gene_name	t_name	Predom_exp
LOC111099136	rna-XR_002633642.1	11.8451912
LOC111099137	rna-XM_022430521.1	15.1237989
LOC111099138	rna-XM_022430522.1	13.6490029
LOC111099139	rna-XM_022430524.1	3.6043665
LOC111099140	rna-XM_022430525.1	3.9748778
LOC111099141	rna-XM_022430526.1	3.8522308
LOC111099142	rna-XR_002633643.1	4.1751516
LOC111099143	rna-XM_022430529.1	57.1918006
LOC111099144	rna-XR_002633644.1	4.7599808
LOC111099145	rna-XR_002633645.1	10.6112338
LOC111099146	rna-XM_022430528.1	7.9854772
LOC111099147	rna-XM_022430531.1	5.2872221
LOC111099148	rna-XM_022430533.1	9.6458647
LOC111099149	rna-XR_002633647.1	2.4448192
LOC111099150	rna-XM_022430535.1	1.901457
LOC111099151	rna-XM_022430542.1	9.3000182
LOC111099152	rna-XM_022430540.1	4.2241236
LOC111099153	rna-XM_022430541.1	3.5276639
LOC111099154	rna-XM_022430543.1	14.2998391
LOC111099155	rna-XM_022430544.1	7.3129698
LOC111099156	rna-XM_022430545.1	5.1375957
LOC111099157	rna-XM_022430552.1	4.3438503
LOC111099158	rna-XM_022430565.1	7.610976
LOC111099159	rna-XR_002633648.1	4.8718836
LOC111099160	rna-XR_002633649.1	4.2378142
LOC111099161	rna-XM_022430566.1	7.8377916
LOC111099162	rna-XM_022430568.1	6.4101811
LOC111099163	rna-XM_022430569.1	9.3271317
LOC111099164	rna-XM_022430570.1	3.3108628
LOC111099165	rna-XM_022430573.1	4.8503894
LOC111099166	rna-XM_022430571.1	4.801028
LOC111099167	rna-XR_002633650.1	2.9181297
LOC111099168	rna-XM_022430572.1	8.3181366
LOC111099169	rna-XM_022430574.1	9.228823
LOC111099170	rna-XM_022430575.1	8.9661004
LOC111099171	rna-XM_022430577.1	6.1047638
LOC111099172	rna-XM_022430582.1	26.9644525
LOC111099173	rna-XM_022430583.1	2.4043526
LOC111099174	rna-XM_022430586.1	6.155573
LOC111099175	rna-XM_022430584.1	8.4379722
LOC111099176	rna-XM_022430585.1	5.9865765
LOC111099177	rna-XR_002633652.1	1.9834025
LOC111099178	rna-XM_022430587.1	11.6898322
LOC111099179	rna-XM_022430588.1	8.1931707
LOC111099180	rna-XM_022430589.1	4.3249763
LOC111099181	rna-XM_022430590.1	4.0674067
LOC111099182	rna-XM_022430592.1	13.9689044
LOC111099183	rna-XM_022430593.1	9.430274
LOC111099184	rna-XM_022430595.1	19.4064444
LOC111099185	rna-XM_022430596.1	5.5743575
LOC111099186	rna-XM_022430597.1	12.4104728
LOC111099187	rna-XR_002633653.1	5.6705089
LOC111099188	rna-XM_022430598.1	5.4309666
LOC111099189	rna-XR_002633654.1	7.2862177
LOC111099190	rna-XM_022430599.1	7.8295022
LOC111099191	rna-XM_022430603.1	5.6959208
LOC111099192	rna-XM_022430601.1	8.7576457
LOC111099193	rna-XM_022430602.1	13.592652
LOC111099194	rna-XM_022430607.1	5.3438463
LOC111099195	rna-XM_022430618.1	6.332881
LOC111099196	rna-XM_022430623.1	7.641498
LOC111099197	rna-XM_022430630.1	2.9042232
LOC111099198	rna-XR_002633659.1	11.1566839
LOC111099199	rna-XM_022430628.1	5.0953831
LOC111099200	rna-XM_022430631.1	8.9056552
LOC111099201	rna-XM_022430632.1	14.006039
LOC111099202	rna-XM_022430633.1	9.2425458
LOC111099203	rna-XM_022430634.1	8.372459
LOC111099204	rna-XM_022430635.1	3.1681593
LOC111099205	rna-XM_022430636.1	103.7178656
LOC111099206	rna-XM_022430638.1	7.3192511
LOC111099207	rna-XM_022430642.1	13.4758843
LOC111099208	rna-XR_002633660.1	8.0001601
LOC111099209	rna-XM_022430641.1	49.1709928
LOC111099210	rna-XM_022430643.1	7.6794339
LOC111099211	rna-XM_022430644.1	4.707664
LOC111099212	rna-XM_022430645.1	8.790174
LOC111099213	rna-XM_022430646.1	7.5717625
LOC111099214	rna-XM_022430647.1	3.2906981
LOC111099215	rna-XM_022430648.1	4.494383
LOC111099216	rna-XM_022430649.1	14.946318
LOC111099217	rna-XM_022430663.1	4.8280563
LOC111099218	rna-XM_022430650.1	14.0489404
LOC111099219	rna-XM_022430651.1	8.8247884
LOC111099220	rna-XM_022430652.1	6.870473
LOC111099221	rna-XM_022430655.1	8.9214992
LOC111099222	rna-XM_022430660.1	8.8734398
LOC111099223	rna-XR_002633661.1	2.2070582
LOC111099224	rna-XM_022430664.1	13.4778042
LOC111099225	rna-XM_022430665.1	9.7689764
LOC111099226	rna-XM_022430666.1	4.0798133
LOC111099227	rna-XM_022430667.1	5.7526959
LOC111099228	rna-XM_022430670.1	4.0155491
LOC111099229	rna-XM_022430672.1	11.2216578
LOC111099230	rna-XM_022430673.1	5.6969323
LOC111099246	rna-XM_022430676.1	3.2825601
LOC111099262	rna-XM_022430677.1	6.3846762
LOC111099278	rna-XR_002633662.1	7.1940396
LOC111099289	rna-XR_002633663.1	7.7633407
LOC111099300	rna-XM_022430678.1	7.5472352
LOC111099316	rna-XM_022430684.1	1.9321608
LOC111099327	rna-XM_022430681.1	7.1681131
LOC111099343	rna-XM_022430682.1	7.911378
LOC111099359	rna-XM_022430683.1	18.6810671
LOC111099375	rna-XM_022430685.1	4.1908478
LOC111099408	rna-XR_002633664.1	14.6001478
LOC111099409	rna-XM_022430688.1	1.036234
LOC111099410	rna-XM_022430691.1	9.2248336
LOC111099411	rna-XR_002633665.1	1.5351226
LOC111099412	rna-XR_002633666.1	0.6869617
LOC111099413	rna-XM_022430690.1	0.5472443
LOC111099414	rna-XM_022430692.1	2.9051568
LOC111099415	rna-XM_022430694.1	1.8253825
LOC111099416	rna-XR_002633667.1	6.7465245
LOC111099417	rna-XM_022430695.1	10.4180395
LOC111099418	rna-XM_022430696.1	17.7185911
LOC111099419	rna-XM_022430697.1	12.2836015
LOC111099420	rna-XM_022430710.1	4.3049064
LOC111099421	rna-XM_022430698.1	4.0461858
LOC111099422	rna-XR_002633668.1	0.3662501
LOC111099423	rna-XM_022430699.1	2.9838035
LOC111099424	rna-XM_022430701.1	4.316019
LOC111099425	rna-XM_022430702.1	0
LOC111099426	rna-XM_022430707.1	11.3908962
LOC111099427	rna-XM_022430708.1	7.834647
LOC111099428	rna-XM_022430711.1	11.6552414
LOC111099429	rna-XM_022430712.1	4.4037279
LOC111099430	rna-XM_022430713.1	0.94465
LOC111099431	rna-XR_002633669.1	0
LOC111099432	rna-XM_022430715.1	2.614917
LOC111099433	rna-XR_002633670.1	1.1134124
LOC111099434	rna-XM_022430717.1	13.2957937
LOC111099435	rna-XR_002633671.1	0.3179832
LOC111099436	rna-XM_022430718.1	3.8542993
LOC111099437	rna-XM_022430719.1	7.0456339
LOC111099438	rna-XM_022430722.1	0.3300976
LOC111099439	rna-XM_022430725.1	4.6807017
LOC111099440	rna-XR_002633672.1	6.336779
LOC111099441	rna-XR_002633673.1	0.0006087
LOC111099442	rna-XM_022430723.1	3.3589651
LOC111099443	rna-XM_022430726.1	7.0470673
LOC111099444	rna-XR_002633674.1	0.7746021
LOC111099445	rna-XR_002633675.1	3.7026281
LOC111099446	rna-XM_022430727.1	9.9252825
LOC111099447	rna-XM_022430728.1	3.816233
LOC111099448	rna-XM_022430761.1	6.2514826
LOC111099449	rna-XM_022430729.1	6.9330659
LOC111099450	rna-XM_022430731.1	6.5480433
LOC111099451	rna-XM_022430735.1	7.4642332
LOC111099452	rna-XR_002633676.1	0.2815516
LOC111099453	rna-XM_022430733.1	19.8781817
LOC111099454	rna-XM_022430734.1	7.3532253
LOC111099455	rna-XM_022430736.1	17.0545491
LOC111099456	rna-XM_022430737.1	0
LOC111099457	rna-XR_002633684.1	0.9263735
LOC111099458	rna-XM_022430741.1	35.1582234
LOC111099459	rna-XM_022430752.1	8.3138748
LOC111099460	rna-XM_022430742.1	32.0268325
LOC111099461	rna-XM_022430745.1	6.8707793
LOC111099462	rna-XM_022430746.1	1.9126209
LOC111099463	rna-XM_022430750.1	0.3727762
LOC111099464	rna-XM_022430751.1	10.5280937
LOC111099465	rna-XM_022430754.1	1.8562159
LOC111099466	rna-XM_022430755.1	0.2641942
LOC111099467	rna-XR_002633689.1	5.6720852
LOC111099468	rna-XM_022430756.1	13.0266678
LOC111099469	rna-XM_022430757.1	11.2960452
LOC111099470	rna-XM_022430758.1	6.907676
LOC111099471	rna-XM_022430762.1	9.6479628
LOC111099472	rna-XR_002633691.1	0.6457357
LOC111099473	rna-XM_022430759.1	13.7294417
LOC111099474	rna-XM_022430760.1	3.720717
LOC111099475	rna-XM_022430763.1	6.8651494
LOC111099476	rna-XM_022430764.1	9.0772347
LOC111099477	rna-XM_022430766.1	7.9999411
LOC111099478	rna-XM_022430767.1	8.9573896
LOC111099479	rna-XM_022430768.1	9.5574163
LOC111099480	rna-XM_022430770.1	4.0969965
LOC111099481	rna-XM_022430784.1	4.3341121
LOC111099482	rna-XM_022430771.1	1.0974025
LOC111099483	rna-XM_022430772.1	7.3677426
LOC111099484	rna-XM_022430777.1	6.8629557
LOC111099485	rna-XM_022430778.1	10.0179081
LOC111099486	rna-XM_022430780.1	0.4223869
LOC111099487	rna-XR_002633692.1	2.3542011
LOC111099488	rna-XR_002633693.1	0.3190981
LOC111099489	rna-XM_022430787.1	7.3618133
LOC111099490	rna-XM_022430788.1	4.2269659
LOC111099491	rna-XM_022430790.1	0.4544953
LOC111099492	rna-XR_002633695.1	4.915111
LOC111099493	rna-XM_022430793.1	2.8148743
LOC111099494	rna-XM_022430794.1	6.2806345
LOC111099495	rna-XM_022430795.1	1.9353958
LOC111099496	rna-XM_022430796.1	4.1965939
LOC111099497	rna-XM_022430799.1	2.1793615
LOC111099498	rna-XM_022430800.1	2.485858
LOC111099499	rna-XM_022430802.1	1.5894152
LOC111099500	rna-XM_022430803.1	11.1030759
LOC111099501	rna-XM_022430804.1	0
LOC111099502	rna-XM_022430811.1	5.5894912
LOC111099503	rna-XM_022430808.1	11.9361733
LOC111099504	rna-XM_022430810.1	2.096117
LOC111099505	rna-XR_002633697.1	9.7749992
LOC111099506	rna-XM_022430814.1	35.2079477
LOC111099507	rna-XM_022430816.1	3.7117488
LOC111099508	rna-XR_002633698.1	0.8898031
LOC111099509	rna-XM_022430822.1	6.7613657
LOC111099510	rna-XM_022430819.1	1.6586158
LOC111099511	rna-XM_022430821.1	5.1591456
LOC111099512	rna-XR_002633699.1	1.4351125
LOC111099513	rna-XM_022430823.1	1.1285725
LOC111099514	rna-XM_022430824.1	14.2392048
LOC111099515	rna-XM_022430826.1	0.7280483
LOC111099516	rna-XM_022430828.1	2.5927896
LOC111099517	rna-XM_022430829.1	8.0904887
LOC111099518	rna-XM_022430854.1	5.1796083
LOC111099519	rna-XM_022430831.1	3.853501
LOC111099520	rna-XR_002633700.1	2.1103387
LOC111099521	rna-XM_022430833.1	7.7348576
LOC111099522	rna-XM_022430835.1	10.2570829
LOC111099523	rna-XM_022430836.1	5.9957981
LOC111099524	rna-XM_022430837.1	8.9601694
LOC111099525	rna-XR_002633701.1	5.1401194
LOC111099526	rna-XM_022430838.1	5.3136651
LOC111099527	rna-XM_022430839.1	9.9028131
LOC111099528	rna-XM_022430840.1	5.4799109
LOC111099529	rna-XM_022430875.1	4.4744285
LOC111099530	rna-XR_002633702.1	7.0856189
LOC111099531	rna-XM_022430842.1	7.2499493
LOC111099532	rna-XR_002633703.1	0.2757394
LOC111099533	rna-XM_022430845.1	6.1306324
LOC111099534	rna-XM_022430846.1	23.0961867
LOC111099535	rna-XM_022430847.1	7.3268516
LOC111099536	rna-XM_022430849.1	1.5971927
LOC111099537	rna-XM_022430850.1	3.8105636
LOC111099538	rna-XR_002633705.1	2.2146702
LOC111099539	rna-XM_022430852.1	12.8284068
LOC111099540	rna-XM_022430853.1	5.6951097
LOC111099541	rna-XR_002633706.1	0.8868145
LOC111099542	rna-XM_022430855.1	1.6778667
LOC111099543	rna-XM_022430857.1	1.8760205
LOC111099544	rna-XM_022430858.1	5.7368363
LOC111099545	rna-XM_022430859.1	11.2149435
LOC111099546	rna-XM_022430860.1	1.0294504
LOC111099547	rna-XM_022430861.1	11.8746081
LOC111099548	rna-XM_022430865.1	20.2013816
LOC111099549	rna-XM_022430862.1	0.8795446
LOC111099550	rna-XR_002633707.1	1.1219109
LOC111099551	rna-XM_022430866.1	3.7629594
LOC111099552	rna-XM_022430868.1	5.5703297
LOC111099553	rna-XM_022430869.1	6.2823805
LOC111099554	rna-XM_022430870.1	2.4728779
LOC111099555	rna-XM_022430871.1	9.3065203
LOC111099556	rna-XM_022430872.1	0.5108592
LOC111099557	rna-XM_022430876.1	8.1776949
LOC111099558	rna-XM_022430873.1	1.5907109
LOC111099559	rna-XM_022430874.1	0.8427187
LOC111099560	rna-XR_002633709.1	4.6892666
LOC111099561	rna-XR_002633710.1	4.0287333
LOC111099562	rna-XR_002633711.1	1.1050457
LOC111099563	rna-XM_022430878.1	0.5685727
LOC111099564	rna-XM_022430880.1	1.3265554
LOC111099565	gene-LOC111099565	6.4008922
LOC111099566	rna-XM_022430881.1	4.6858328
LOC111099567	rna-XM_022430885.1	5.5109881
LOC111099568	rna-XR_002633712.1	2.2003455
LOC111099569	rna-XM_022430886.1	2.4953482
LOC111099570	rna-XM_022430888.1	5.1756122
LOC111099571	rna-XM_022430889.1	11.1782585
LOC111099572	rna-XM_022430890.1	12.8509238
LOC111099573	rna-XM_022430893.1	12.9919368
LOC111099574	rna-XM_022430892.1	2.6637004
LOC111099575	rna-XR_002633713.1	1.5237706
LOC111099576	rna-XR_002633718.1	15.130821
LOC111099577	rna-XM_022430895.1	4.5583583
LOC111099578	rna-XM_022430896.1	9.3980864
LOC111099579	rna-XM_022430898.1	1.0421145
LOC111099580	rna-XM_022430920.1	12.6168626
LOC111099581	rna-XM_022430900.1	2.0907354
LOC111099582	rna-XM_022430901.1	9.178487
LOC111099583	rna-XM_022430903.1	1.725515
LOC111099584	rna-XM_022430906.1	8.9345762
LOC111099585	rna-XM_022430907.1	16.2516458
LOC111099586	rna-XM_022430908.1	0.4568515
LOC111099587	rna-XM_022430910.1	0.5562926
LOC111099588	rna-XM_022430916.1	9.4338276
LOC111099589	rna-XM_022430917.1	17.5328869
LOC111099590	rna-XM_022430918.1	1.5786208
LOC111099591	rna-XM_022430921.1	2.5149389
LOC111099592	rna-XM_022430922.1	4.0647408
LOC111099593	rna-XM_022430926.1	5.2021947
LOC111099594	rna-XM_022430932.1	8.4275991
LOC111099595	rna-XM_022430928.1	0.1572684
LOC111099596	rna-XM_022430929.1	1.094214
LOC111099597	rna-XM_022430934.1	7.6430555
LOC111099598	rna-XM_022430935.1	5.1289116
LOC111099599	rna-XR_002633723.1	0.6013513
LOC111099600	rna-XM_022430936.1	2.4512817
LOC111099601	rna-XM_022430939.1	5.1672064
LOC111099602	rna-XM_022430943.1	0.956291
LOC111099603	rna-XM_022430944.1	7.9442089
LOC111099604	rna-XM_022430955.1	13.233035
LOC111099605	rna-XM_022430994.1	5.502498
LOC111099606	rna-XM_022430958.1	1.7856858
LOC111099607	rna-XR_002633724.1	3.4384639
LOC111099608	rna-XM_022430959.1	3.4449063
LOC111099609	rna-XM_022430960.1	4.811676
LOC111099610	rna-XM_022430961.1	3.4191676
LOC111099611	rna-XR_002633725.1	13.0805625
LOC111099612	rna-XM_022430967.1	9.3722179
LOC111099613	rna-XM_022430970.1	4.0854963
LOC111099614	rna-XM_022430976.1	1.7007185
LOC111099615	rna-XM_022430972.1	5.5051821
LOC111099616	rna-XR_002633727.1	3.5316109
LOC111099617	rna-XM_022430979.1	5.2385798
LOC111099618	rna-XM_022430980.1	1.3749027
LOC111099619	rna-XM_022430981.1	0.4751213
LOC111099620	rna-XM_022430982.1	1.3239832
LOC111099621	rna-XM_022430985.1	3.4545382
LOC111099622	rna-XM_022430986.1	3.1902173
LOC111099623	rna-XM_022430987.1	9.7439493
LOC111099624	rna-XR_002633728.1	5.4333418
LOC111099625	rna-XM_022430988.1	3.0407231
LOC111099626	rna-XM_022430989.1	9.7977917
LOC111099627	rna-XM_022430990.1	5.3755124
LOC111099628	rna-XM_022430995.1	12.73337
LOC111099629	rna-XM_022430991.1	7.6683318
LOC111099630	rna-XM_022430992.1	4.7002749
LOC111099631	rna-XM_022430993.1	18.4163192
LOC111099632	rna-XR_002633730.1	0.5358631
LOC111099633	rna-XM_022430999.1	2.3432623
LOC111099634	rna-XM_022431000.1	0
LOC111099635	rna-XR_002633731.1	1.9806271
LOC111099636	rna-XR_002633732.1	0.5081975
LOC111099637	rna-XR_002633733.1	10.839004
LOC111099638	rna-XR_002633734.1	9.465103
LOC111099639	rna-XM_022431002.1	4.1629954
LOC111099640	rna-XR_002633735.1	0.5162572
LOC111099641	rna-XM_022431006.1	1.7453107
LOC111099642	rna-XM_022431007.1	2.9549499
LOC111099643	rna-XM_022431011.1	4.7554624
LOC111099644	rna-XM_022431009.1	0
LOC111099645	rna-XR_002633736.1	3.3139099
LOC111099646	rna-XM_022431012.1	0.5430025
LOC111099647	rna-XR_002633737.1	1.4854997
LOC111099648	rna-XM_022431013.1	5.0372206
LOC111099649	rna-XR_002633739.1	1.0712875
LOC111099650	rna-XM_022431016.1	6.1436936
LOC111099651	rna-XM_022431017.1	1.9405366
LOC111099652	rna-XM_022431022.1	7.3095666
LOC111099653	rna-XM_022431018.1	5.4308742
LOC111099654	rna-XM_022431019.1	3.4925291
LOC111099655	rna-XM_022431023.1	3.7106785
LOC111099656	rna-XM_022431024.1	5.9442554
LOC111099657	rna-XM_022431025.1	17.5279701
LOC111099658	rna-XM_022431026.1	7.1030415
LOC111099659	rna-XM_022431039.1	8.1595687
LOC111099660	rna-XM_022431027.1	2.254827
LOC111099661	rna-XR_002633740.1	4.1551582
LOC111099662	rna-XR_002633742.1	0.3783058
LOC111099663	rna-XM_022431029.1	1.5620723
LOC111099664	rna-XM_022431040.1	4.9863473
LOC111099665	rna-XM_022431041.1	0.9099366
LOC111099666	rna-XM_022431042.1	12.9129496
LOC111099667	rna-XM_022431043.1	0
LOC111099668	rna-XM_022431055.1	5.748802
LOC111099669	rna-XM_022431057.1	6.8889858
LOC111099670	rna-XM_022431060.1	4.7114686
LOC111099671	rna-XM_022431058.1	7.8991522
LOC111099672	gene-LOC111099672	3.1680304
LOC111099673	rna-XM_022431061.1	0.0968845
LOC111099674	rna-XM_022431065.1	3.2910732
LOC111099675	rna-XR_002633745.1	1.8284707
LOC111099676	rna-XM_022431067.1	14.5985594
LOC111099677	rna-XR_002633751.1	9.4735449
LOC111099678	rna-XM_022431089.1	2.5113155
LOC111099679	rna-XM_022431068.1	5.7821038
LOC111099680	rna-XM_022431069.1	9.794189
LOC111099681	rna-XM_022431070.1	11.2008307
LOC111099682	rna-XM_022431072.1	6.5541429
LOC111099683	rna-XM_022431074.1	1.2434754
LOC111099684	rna-XM_022431076.1	3.1333726
LOC111099685	rna-XM_022431077.1	4.6869752
LOC111099686	rna-XM_022431078.1	0.3133507
LOC111099687	rna-XM_022431082.1	3.726643
LOC111099688	rna-XM_022431084.1	3.4899808
LOC111099689	rna-XM_022431086.1	0.8753359
LOC111099690	rna-XM_022431088.1	7.1561533
LOC111099691	rna-XM_022431090.1	6.6643448
LOC111099692	rna-XM_022431091.1	6.8815976
LOC111099693	rna-XM_022431103.1	17.0494181
LOC111099694	rna-XM_022431102.1	8.0633571
LOC111099695	rna-XR_002633748.1	2.5374691
LOC111099696	rna-XM_022431104.1	3.4820563
LOC111099697	rna-XM_022431107.1	5.3849794
LOC111099698	rna-XR_002633749.1	0
LOC111099699	rna-XR_002633750.1	1.2963042
LOC111099700	rna-XM_022431108.1	4.2745319
LOC111099701	rna-XM_022431127.1	6.6576703
LOC111099702	rna-XM_022431113.1	7.4124336
LOC111099703	rna-XM_022431115.1	12.0666396
LOC111099704	rna-XM_022431116.1	9.5000614
LOC111099705	rna-XM_022431117.1	0.1153509
LOC111099706	rna-XR_002633754.1	1.9744525
LOC111099707	rna-XM_022431118.1	0.1002589
LOC111099708	rna-XM_022431119.1	0.5187754
LOC111099709	rna-XR_002633757.1	2.0869844
LOC111099710	rna-XR_002633758.1	0.3119995
LOC111099711	rna-XM_022431121.1	0.6532774
LOC111099712	rna-XM_022431125.1	4.0626327
LOC111099713	rna-XM_022431126.1	3.6226999
LOC111099714	rna-XR_002633760.1	1.8668652
LOC111099715	rna-XM_022431128.1	9.0725169
LOC111099716	rna-XM_022431129.1	10.0484308
LOC111099717	rna-XM_022431130.1	12.8408758
LOC111099718	rna-XM_022431131.1	8.1592848
LOC111099719	rna-XR_002633761.1	0.1340499
LOC111099720	rna-XR_002633762.1	0.8086258
LOC111099721	rna-XM_022431133.1	1.8516132
LOC111099722	rna-XM_022431137.1	21.8084377
LOC111099723	rna-XM_022431140.1	4.6335795
LOC111099724	rna-XM_022431141.1	5.7533422
LOC111099725	rna-XM_022431142.1	2.6661108
LOC111099726	rna-XM_022431143.1	0
LOC111099727	rna-XM_022431147.1	1.7105766
LOC111099728	rna-XM_022431148.1	4.201279
LOC111099729	rna-XM_022431149.1	12.1004814
LOC111099730	rna-XM_022431150.1	0.3128361
LOC111099731	rna-XM_022431153.1	9.6706743
LOC111099732	rna-XM_022431156.1	9.6648294
LOC111099733	rna-XR_002633767.1	0.7329806
LOC111099734	rna-XM_022431155.1	2.7769968
LOC111099735	rna-XM_022431160.1	6.415311
LOC111099736	rna-XM_022431161.1	8.3334921
LOC111099737	rna-XM_022431167.1	5.8827747
LOC111099738	rna-XM_022431170.1	16.379317
LOC111099739	rna-XM_022431168.1	5.9614728
LOC111099740	rna-XM_022431169.1	6.286005
LOC111099741	rna-XM_022431171.1	56.86388
LOC111099742	rna-XM_022431172.1	5.0747498
LOC111099743	rna-XR_002633768.1	1.203056
LOC111099744	rna-XM_022431173.1	3.1799674
LOC111099745	rna-XR_002633769.1	4.4605498
LOC111099746	rna-XM_022431177.1	6.8097241
LOC111099747	rna-XM_022431201.1	4.0374232
LOC111099748	rna-XM_022431180.1	8.5678546
LOC111099749	rna-XM_022431182.1	17.6466544
LOC111099750	rna-XM_022431183.1	0
LOC111099751	rna-XM_022431224.1	4.3471885
LOC111099752	rna-XM_022431186.1	9.2999991
LOC111099753	rna-XM_022431187.1	1.9519188
LOC111099754	rna-XM_022431188.1	5.7316194
