chr	start	end	mean
cvirNC_035780.1	3343958	3345355	0.973630375
cvirNC_035780.1	3348104	3354091	0.911351875
cvirNC_035780.1	3360585	3366567	0.752322275
cvirNC_035780.1	3376106	3379058	0.195832125
cvirNC_035780.1	3379153	3381662	0.128481375
cvirNC_035780.1	3399989	3408434	0.638596
cvirNC_035780.1	3414281	3415915	0.62059475
cvirNC_035780.1	3424450	3436311	2.8050280875
cvirNC_035780.1	3438774	3464408	0.230330375
cvirNC_035780.1	3473206	3486317	0.34230658625
cvirNC_035780.1	3492475	3493506	0.3747111
cvirNC_035780.1	3507345	3512512	0.3860511625
cvirNC_035780.1	3517611	3518657	0.828565125
cvirNC_035780.1	3519458	3522700	0.3210646775
cvirNC_035780.1	3527994	3528887	5.666829375
cvirNC_035780.1	3537514	3538463	0.600411875
cvirNC_035780.1	3542837	3543632	0.358895375
cvirNC_035780.1	3545295	3550207	0.1357073325
cvirNC_035780.1	3550315	3552602	0.3142825
cvirNC_035780.1	3554796	3556838	0.17656825
cvirNC_035780.1	3559448	3572274	2.467631875
cvirNC_035780.1	3571851	3586138	1.59115815
cvirNC_035780.1	3590620	3602303	1.856046375
cvirNC_035780.1	3603654	3635803	0.853672875
cvirNC_035780.1	3605677	3608565	1.42539275
cvirNC_035780.1	3637454	3642567	4.475999
cvirNC_035780.1	3643906	3644577	0.64208075
cvirNC_035780.1	3672033	3679631	44.78678
cvirNC_035780.1	3685823	3694132	52.31630575
cvirNC_035780.1	3696069	3702892	8.8332055
cvirNC_035780.1	3709487	3731355	0.204192
cvirNC_035780.1	3742213	3743271	0.199180125
cvirNC_035780.1	3746784	3752164	0.1671655
cvirNC_035780.1	3752583	3757797	0.158266125
cvirNC_035780.1	3758532	3765298	0.30602375
cvirNC_035780.1	3766207	3769475	0.055084375
cvirNC_035780.1	3771199	3779809	3.17921425
cvirNC_035780.1	3779863	3788827	2.60594663204456
cvirNC_035780.1	3793738	3799748	0.1057718
cvirNC_035780.1	3812208	3816668	3.8423825
cvirNC_035780.1	3821736	3830259	0.41630325
cvirNC_035780.1	3833913	3850572	4.228894
cvirNC_035780.1	3850672	3852462	0.886828875
cvirNC_035780.1	3855403	3879259	4.698584375
cvirNC_035780.1	3879644	3900475	4.3814075
cvirNC_035780.1	3914300	3918047	27.82764375
cvirNC_035780.1	3920144	3928549	1.9269855875
cvirNC_035780.1	3930723	3933945	0.398564125
cvirNC_035780.1	3934135	3936908	2.555049
cvirNC_035780.1	3939048	3949872	0.65779307
cvirNC_035780.1	3953804	3966889	0.13039675
cvirNC_035780.1	3977190	3992465	2.746282625
cvirNC_035780.1	3996432	4013875	2.401337875
cvirNC_035780.1	4012455	4013027	1.9800405
cvirNC_035780.1	4014035	4018721	0.781027
cvirNC_035780.1	4019514	4023265	0.76715175
cvirNC_035780.1	4023314	4027505	0.012434875
cvirNC_035780.1	4035331	4046467	9.85702975
cvirNC_035780.1	4063705	4068299	11.334057625
cvirNC_035780.1	4071898	4073025	1.09515375
cvirNC_035780.1	4075792	4090455	12.217235375
cvirNC_035780.1	4096590	4100442	1.143700625
cvirNC_035780.1	4101243	4105914	0.479030875
cvirNC_035780.1	4106001	4111699	1.48861033314958
cvirNC_035780.1	4111587	4123104	2.83821041410987
cvirNC_035780.1	4126655	4142083	3.62925225
cvirNC_035780.1	4153587	4165615	0.283917875
cvirNC_035780.1	4168100	4178564	0.37811774125
cvirNC_035780.1	4180766	4184023	6.13547825
cvirNC_035780.1	4184237	4187276	1.777206625
cvirNC_035780.1	4189520	4197602	3.395004375
cvirNC_035780.1	4201451	4205190	35.61642375
cvirNC_035780.1	4219525	4243840	4.03782025
cvirNC_035780.1	4244302	4263987	3.52925475
cvirNC_035780.1	4267666	4269413	0.91626825
cvirNC_035780.1	4282771	4298209	5.3686755
cvirNC_035780.1	4301652	4307708	1.112957375
cvirNC_035780.1	4312895	4317345	3.235110625
cvirNC_035780.1	4330509	4337426	0.273794625
cvirNC_035780.1	4342763	4354904	2.7853756375
cvirNC_035780.1	4354977	4367161	5.1385675
cvirNC_035780.1	4368778	4372780	0.276266875
cvirNC_035780.1	4373699	4380364	0.321538875
cvirNC_035780.1	4382243	4388459	0.0562295
cvirNC_035780.1	4389141	4394485	0.159451375
cvirNC_035780.1	4397181	4401310	0.12315375
cvirNC_035780.1	4408651	4429034	0.11973425
cvirNC_035780.1	4528857	4535657	12.753890625
cvirNC_035780.1	4538920	4548247	29.486527375
cvirNC_035780.1	4557742	4565740	39.2092925
cvirNC_035780.1	4593889	4598966	5.789968875
cvirNC_035780.1	4600555	4637023	0.77032675
cvirNC_035780.1	4604009	4606600	0.6974525
cvirNC_035780.1	4632147	4635001	1.967188875
cvirNC_035780.1	4638763	4655938	2.74056625
cvirNC_035780.1	4659717	4675435	4.13913
cvirNC_035780.1	4681704	4694463	2.559752875
cvirNC_035780.1	4697237	4699348	0.065698625
cvirNC_035780.1	4701559	4705850	0.05640425
cvirNC_035780.1	4707053	4710471	0.15563375
cvirNC_035780.1	4712174	4712954	0.1651835
cvirNC_035780.1	4712962	4726844	6.494605875
cvirNC_035780.1	4741769	4747575	3.836798875
cvirNC_035780.1	4749521	4779422	3.572340875
cvirNC_035780.1	4790897	4793704	0.10180425
cvirNC_035780.1	4801569	4815766	0.7820299
cvirNC_035780.1	4821192	4825826	0.594273
cvirNC_035780.1	4847455	4859825	0.35062706375
cvirNC_035780.1	4873877	4876877	0.434717445
cvirNC_035780.1	4877869	4890053	0.148072875
cvirNC_035780.1	4895023	4904987	0.111094
cvirNC_035780.1	4917459	4942587	16.435744125
cvirNC_035780.1	4959372	4991977	4.668877625
cvirNC_035780.1	4992543	5016848	46.0765675
cvirNC_035780.1	5020866	5041322	52.10994375
cvirNC_035780.1	5039897	5074279	25.45586575
cvirNC_035780.1	5090616	5128577	29.569814875
cvirNC_035780.1	5128880	5129608	53.4115775
cvirNC_035780.1	5129687	5139634	33.01306275
cvirNC_035780.1	5170006	5210712	6.345912875
cvirNC_035780.1	5226306	5247588	4.007072375
cvirNC_035780.1	5256402	5259634	2.489366275
cvirNC_035780.1	5268354	5275155	1.194191875
cvirNC_035780.1	5287066	5292105	0.105505125
cvirNC_035780.1	5300793	5324822	0.74769172625
cvirNC_035780.1	5329422	5345609	0.681083375
cvirNC_035780.1	5346926	5349837	0.56959525
cvirNC_035780.1	5356777	5361548	0.22530325
cvirNC_035780.1	5400975	5403441	1.563077
cvirNC_035780.1	5404872	5420338	0.06943132875
cvirNC_035780.1	5442762	5461992	2.968744625
cvirNC_035780.1	5462299	5466084	0.1394655
cvirNC_035780.1	5474916	5505507	3.11165125
cvirNC_035780.1	5504736	5508280	1.249841125
cvirNC_035780.1	5508309	5527197	1.536183375
cvirNC_035780.1	5527458	5918223	1.04355163959303
cvirNC_035780.1	5549998	5566416	161.293776375
cvirNC_035780.1	5739590	5745436	16.1171995589942
cvirNC_035780.1	5748110	5764084	0.744804020902662
cvirNC_035780.1	5768957	5772628	0.299266125
cvirNC_035780.1	5779138	5786878	1.459630125
cvirNC_035780.1	5794526	5795387	4.19478025
cvirNC_035780.1	5797011	5805118	12.9453609864131
cvirNC_035780.1	5848333	5860906	1.88410200636792
cvirNC_035780.1	5930292	5936120	13.85064175
cvirNC_035780.1	5938815	5951391	1.24278513875
cvirNC_035780.1	5953052	5962871	0.69635145
cvirNC_035780.1	5970912	5984287	2.81592327843932
cvirNC_035780.1	5980350	5982751	0.087790625
cvirNC_035780.1	5984389	5985241	4.140412125
cvirNC_035780.1	5986885	5995339	13.2703355
cvirNC_035780.1	6029253	6044691	0.468615330651106
cvirNC_035780.1	6079947	6105371	5.769086375
cvirNC_035780.1	6105477	6115961	11.182100875
cvirNC_035780.1	6128030	6129157	0.372435
cvirNC_035780.1	6131116	6133530	0.10217625
cvirNC_035780.1	6132120	6132550	0
cvirNC_035780.1	6137421	6148478	1.532671625
cvirNC_035780.1	6151251	6154867	1.36529
cvirNC_035780.1	6162111	6163752	1.29556225
cvirNC_035780.1	6165196	6165696	0.2349175
cvirNC_035780.1	6183506	6187835	1.19896025
cvirNC_035780.1	6195282	6199711	1.348493375
cvirNC_035780.1	6221881	6223144	0.419200875
cvirNC_035780.1	6239612	6242277	40.40894875
cvirNC_035780.1	6264833	6267090	0.395267125
cvirNC_035780.1	6271912	6276042	9.536358125
cvirNC_035780.1	6276925	6279500	0.55186625
cvirNC_035780.1	6322730	6334798	4.492442875
cvirNC_035780.1	6337712	6355573	16.240874625
cvirNC_035780.1	6363290	6363361	0.529924
cvirNC_035780.1	6364641	6369949	23.11710375
cvirNC_035780.1	6372753	6379231	11.16411475
cvirNC_035780.1	6379352	6383718	3.035790625
cvirNC_035780.1	6386501	6388323	24.871341
cvirNC_035780.1	6388510	6406759	48.498975
cvirNC_035780.1	6409665	6416204	866.2007625
cvirNC_035780.1	6419625	6431055	13.93405475
cvirNC_035780.1	6431294	6437528	14.45332225
cvirNC_035780.1	6437734	6448112	5.44172945704593
cvirNC_035780.1	6457204	6460225	11.05721625
cvirNC_035780.1	6460297	6474099	12.65335225
cvirNC_035780.1	6474130	6609428	2.3791354625
cvirNC_035780.1	6479778	6493047	1.3517349625
cvirNC_035780.1	6516411	6520870	1.282353125
cvirNC_035780.1	6525805	6532825	0.954451875
cvirNC_035780.1	6536379	6539633	0.85440525
cvirNC_035780.1	6542095	6544991	0.5888474125
cvirNC_035780.1	6552195	6558340	0.4593165
cvirNC_035780.1	6566125	6570345	0.91136975
cvirNC_035780.1	6572349	6578675	1.248406
cvirNC_035780.1	6581579	6583787	0.785322375
cvirNC_035780.1	6593639	6595665	1.65472425
cvirNC_035780.1	6600411	6604956	1.416986625
cvirNC_035780.1	6609614	6617540	14.6013388195087
cvirNC_035780.1	6618151	6624011	81.34207875
cvirNC_035780.1	6626250	6630796	0.250625125
cvirNC_035780.1	6637619	6641442	0.58427375
cvirNC_035780.1	6642642	6650302	0.257966125
cvirNC_035780.1	6651017	6651989	3.7518425
cvirNC_035780.1	6653487	6655658	0.435656125
cvirNC_035780.1	6676126	6717050	0.636456025
cvirNC_035780.1	6721106	6745518	1.312195
cvirNC_035780.1	6746869	6760612	0.291533125
cvirNC_035780.1	6760973	6762313	0.0679985
cvirNC_035780.1	6772926	6783600	0.57833404875
cvirNC_035780.1	6784469	6796441	4.031963625
cvirNC_035780.1	6805505	6812307	1.946120625
cvirNC_035780.1	6812526	6823506	7.354504125
cvirNC_035780.1	6826798	6832888	0.1041010375
cvirNC_035780.1	6841095	6849512	0.17231375
cvirNC_035780.1	6852667	6856461	0.1444395
cvirNC_035780.1	6858668	6873921	1.608602875
cvirNC_035780.1	6878053	6880695	0.31276
cvirNC_035780.1	6882152	6890382	0.2590130875
cvirNC_035780.1	6890936	6891942	4.39751425
cvirNC_035780.1	6893435	6894374	0.52738025
cvirNC_035780.1	6911722	6947002	1.88504575
cvirNC_035780.1	6957396	6959364	46.733236125
cvirNC_035780.1	6966701	6977505	0.72860218375
cvirNC_035780.1	6979148	6990391	4.3657515
cvirNC_035780.1	7016304	7018499	7.2509315
cvirNC_035780.1	7067804	7070871	0.33335775
cvirNC_035780.1	7077445	7102942	0.640873375
cvirNC_035780.1	7103281	7115773	3.209425125
cvirNC_035780.1	7115931	7134979	13.9695015
cvirNC_035780.1	7138117	7143409	0.609152
cvirNC_035780.1	7180204	7194894	10.266028125
cvirNC_035780.1	7221259	7230149	1.7685945
cvirNC_035780.1	7232704	7235333	0.244027375
cvirNC_035780.1	7235566	7250182	0.813642745
cvirNC_035780.1	7260156	7262546	0.412704875
cvirNC_035780.1	7262836	7274470	1.258384625
cvirNC_035780.1	7295075	7306858	8.9610875
cvirNC_035780.1	7307475	7307547	0.335655875
cvirNC_035780.1	7313912	7327414	0.149347125
cvirNC_035780.1	7330448	7330520	0.2195935
cvirNC_035780.1	7331788	7343936	0.223841
cvirNC_035780.1	7347276	7347348	0.587564875
cvirNC_035780.1	7349046	7353965	6.30685275
cvirNC_035780.1	7362650	7386171	7.04569875
cvirNC_035780.1	7386723	7414898	14.914419
cvirNC_035780.1	7417775	7419604	0.506335375
cvirNC_035780.1	7429515	7437794	1.795927875
cvirNC_035780.1	7440146	7448256	33.002797375
cvirNC_035780.1	7448379	7460184	0.2561408625
cvirNC_035780.1	7462520	7484110	0.247805125
cvirNC_035780.1	7492336	7498975	0.06881875
cvirNC_035780.1	7504984	7518262	2.83774
cvirNC_035780.1	7520664	7533035	5.5795985
cvirNC_035780.1	7537699	7540588	7.65073675
cvirNC_035780.1	7540759	7549675	6.39503375
cvirNC_035780.1	7542793	7544860	1.01156875
cvirNC_035780.1	7544985	7547717	0.826227125
cvirNC_035780.1	7553427	7555165	0.833758625
cvirNC_035780.1	7571885	7596667	24.80636
cvirNC_035780.1	7599219	7611397	5.03102875
cvirNC_035780.1	7623007	7628394	23.913894875
cvirNC_035780.1	7638094	7641132	9.62321075
cvirNC_035780.1	7644230	7658994	10.940639875
cvirNC_035780.1	7696045	7720000	1.92451357024573
cvirNC_035780.1	7748433	7759007	0.20098205
cvirNC_035780.1	7769874	7786773	0.0795455
cvirNC_035780.1	7813125	7821327	0.070352375
cvirNC_035780.1	7824705	7841626	0.7556415
cvirNC_035780.1	7862439	7869860	0.28472790625
cvirNC_035780.1	7875702	7894869	0.272157879669157
cvirNC_035780.1	7898151	7909318	0.4368208625
cvirNC_035780.1	7918111	7929370	33.66584125
cvirNC_035780.1	7933283	7961895	2.0657385
cvirNC_035780.1	7962010	7966245	10.192460375
cvirNC_035780.1	7966292	7970158	10.402985875
cvirNC_035780.1	7970408	7975154	1.7651718375
cvirNC_035780.1	7975237	7982162	1.357385625
cvirNC_035780.1	7993660	7997415	5.08114225
cvirNC_035780.1	8003747	8006376	17.296027875
cvirNC_035780.1	8009824	8020164	7.156539625
cvirNC_035780.1	8024566	8035529	0.296302625
cvirNC_035780.1	8044163	8051650	28.69727125
cvirNC_035780.1	8052589	8056490	25.36727
cvirNC_035780.1	8059494	8072390	14.570801
cvirNC_035780.1	8073245	8080186	11.02603525
cvirNC_035780.1	8080367	8081692	10.992809375
cvirNC_035780.1	8082685	8084651	6.055782625
cvirNC_035780.1	8090370	8098992	21.5766025
cvirNC_035780.1	8102203	8103999	0.450296
cvirNC_035780.1	8104314	8116455	4.505432
cvirNC_035780.1	8109797	8111841	0.5278205
cvirNC_035780.1	8116419	8120996	1.898681375
cvirNC_035780.1	8122845	8129093	1.560317625
cvirNC_035780.1	8131059	8135404	10.1642887
cvirNC_035780.1	8135483	8152406	11.2047675
cvirNC_035780.1	8155358	8158602	13.94870425
cvirNC_035780.1	8169904	8172094	1.09712275
cvirNC_035780.1	8181103	8186242	0.252485395
cvirNC_035780.1	8189591	8196705	3.732345
cvirNC_035780.1	8199563	8237332	2.0798299375
cvirNC_035780.1	8218828	8220922	0.140977625
cvirNC_035780.1	8222876	8246047	3.862608875
cvirNC_035780.1	8260034	8287945	57.31966625
cvirNC_035780.1	8289704	8292618	5.081333125
cvirNC_035780.1	8292814	8306980	3.08769848227879
cvirNC_035780.1	8306842	8308416	0.621823125
cvirNC_035780.1	8308657	8310945	0.176858375
cvirNC_035780.1	8313010	8314296	0.085937875
cvirNC_035780.1	8320999	8326294	0.31977188125
cvirNC_035780.1	8336198	8339336	2.650411875
cvirNC_035780.1	8340399	8352840	0.210502625
cvirNC_035780.1	8365125	8376350	0.168529125
cvirNC_035780.1	8381914	8388705	0.2645765
cvirNC_035780.1	8401040	8404074	1.172766625
cvirNC_035780.1	8443750	8445014	0.988406875
cvirNC_035780.1	8477172	8482343	0.3571865
cvirNC_035780.1	8492273	8502116	0.842804375
cvirNC_035780.1	8508004	8508997	46.51355875
cvirNC_035780.1	8512990	8533322	16.4666715
cvirNC_035780.1	8535007	8548200	31.222235
cvirNC_035780.1	8560936	8564456	0.253770125
cvirNC_035780.1	8566212	8575984	0.300268875
cvirNC_035780.1	8579031	8579698	0.071834875
cvirNC_035780.1	8583544	8586379	0.072081375
cvirNC_035780.1	8591587	8595577	0.0871965125
cvirNC_035780.1	8602090	8605789	0.022145115
cvirNC_035780.1	8608694	8611342	0.024975375
cvirNC_035780.1	8612812	8620976	0.746375325
cvirNC_035780.1	8635765	8643465	19.1205511001449
cvirNC_035780.1	8644724	8669554	6.236464125
cvirNC_035780.1	8672409	8679479	2.55932525
cvirNC_035780.1	8679665	8683977	13.1980735
cvirNC_035780.1	8684142	8692057	3.13912313901934
cvirNC_035780.1	8692509	8698183	11.577987875
cvirNC_035780.1	8698514	8701494	15.762022125
cvirNC_035780.1	8705557	8715475	28.56794
cvirNC_035780.1	8717138	8727459	4.8317813
cvirNC_035780.1	8734216	8748560	0.6255823125
cvirNC_035780.1	8752736	8768743	1.8889062875
cvirNC_035780.1	8761499	8763551	2.686338125
cvirNC_035780.1	8769461	8794242	9.01098275
cvirNC_035780.1	8778017	8782462	2.01087325
cvirNC_035780.1	8783899	8787293	2.033029625
cvirNC_035780.1	8794567	8818934	19.044975
cvirNC_035780.1	8819118	8823985	32.38343875
cvirNC_035780.1	8829533	8833841	12.984132625
cvirNC_035780.1	8833968	8837153	14.0087155
cvirNC_035780.1	8842869	8850351	22.45525575
cvirNC_035780.1	8851480	8904298	16.120161625
cvirNC_035780.1	8878802	8890809	55.21737125
cvirNC_035780.1	8891942	8916867	43.836415
cvirNC_035780.1	8919790	8924585	6.983367625
cvirNC_035780.1	8929145	8941284	2.96382725
cvirNC_035780.1	8941429	8943356	13.478631
cvirNC_035780.1	8951007	8951628	0.16269125
cvirNC_035780.1	8954063	8955756	2.217298
cvirNC_035780.1	8971890	8974460	0.4328638375
cvirNC_035780.1	8990815	8992509	0.282602375
cvirNC_035780.1	9011563	9043404	3.777062
cvirNC_035780.1	9014476	9020599	0.83917095
cvirNC_035780.1	9020939	9022027	0.650843125
cvirNC_035780.1	9052951	9065161	4.73037325
cvirNC_035780.1	9067862	9076213	5.87661675
cvirNC_035780.1	9080279	9090126	4.80470975
cvirNC_035780.1	9092949	9103065	11.771115
cvirNC_035780.1	9103662	9111843	11.60942075
cvirNC_035780.1	9112791	9142652	0.844835375
cvirNC_035780.1	9143133	9157522	1.004322125
cvirNC_035780.1	9175214	9177793	0.276404
cvirNC_035780.1	9192178	9194613	0.259680375
cvirNC_035780.1	9197675	9209800	0.129710875
cvirNC_035780.1	9251266	9256988	5.325126
cvirNC_035780.1	9288063	9301976	4.18559775
cvirNC_035780.1	9301979	9310666	2.123027125
cvirNC_035780.1	9311083	9317549	7.488827
cvirNC_035780.1	9324834	9326769	0.218079875
