chr	start	end	methylation_mean
cvirNC_035780.1	848082	854748	0.275087
cvirNC_035780.1	860083	865303	0.39324185
cvirNC_035780.1	866950	870208	0.249540635
cvirNC_035780.1	873286	876502	0.26455747
cvirNC_035780.1	884611	885996	0.199807
cvirNC_035780.1	886637	897738	0.263235475
cvirNC_035780.1	900326	903430	0.25379105
cvirNC_035780.1	904241	905671	0.2537299175
cvirNC_035780.1	908503	921086	77.5950325
cvirNC_035780.1	921228	923103	32.2013225
cvirNC_035780.1	927409	934670	0.591610325
cvirNC_035780.1	938662	951816	81.0876725
cvirNC_035780.1	957967	963094	4.660522
cvirNC_035780.1	962702	964602	25.4963733
cvirNC_035780.1	970363	981628	0.4202684
cvirNC_035780.1	984471	995318	74.7536475
cvirNC_035780.1	995489	1008165	66.4986325
cvirNC_035780.1	1038480	1053423	0.20853225
cvirNC_035780.1	1101448	1190874	0.4813703
cvirNC_035780.1	1229194	1261514	2.34172925
cvirNC_035780.1	1280831	1282416	0.421128275
cvirNC_035780.1	1321893	1323311	0
cvirNC_035780.1	1332677	1336216	0.222683925
cvirNC_035780.1	1357834	1359771	3.700396825
cvirNC_035780.1	1389975	1399847	0.25516345
cvirNC_035780.1	1432944	1458091	0.289256025
cvirNC_035780.1	1449970	1456485	0.281750375
cvirNC_035780.1	1503802	1513830	0.2439962675
cvirNC_035780.1	1513765	1522483	0.308521375
cvirNC_035780.1	1543472	1545772	25.995784895
cvirNC_035780.1	1547067	1548720	25.454883725
cvirNC_035780.1	1575100	1575558	0.17794615
cvirNC_035780.1	1584884	1591482	0.266879175
cvirNC_035780.1	1630358	1641055	0.2547495
cvirNC_035780.1	1674069	1678920	0.268418725
cvirNC_035780.1	1720303	1741095	0.287761925
cvirNC_035780.1	1763699	1778839	0.43496645
cvirNC_035780.1	1821446	1834660	0.28562755
cvirNC_035780.1	1838755	1841281	24.90954325
cvirNC_035780.1	1840607	1842557	0
cvirNC_035780.1	1848220	1849477	0.2489068875
cvirNC_035780.1	1856841	1863697	3.0063073
cvirNC_035780.1	1874661	1878188	0.32553695
cvirNC_035780.1	1878806	1881983	1.78547385
cvirNC_035780.1	1882143	1890106	73.6395425
cvirNC_035780.1	1892805	1898535	26.955704125
cvirNC_035780.1	1919019	1926830	70.98513
cvirNC_035780.1	1928718	1940217	79.5516775
cvirNC_035780.1	1940413	1952761	71.3067425
cvirNC_035780.1	1955555	1981097	84.746525
cvirNC_035780.1	1982711	1993041	69.278935
cvirNC_035780.1	1995230	1997350	0.2530598575
cvirNC_035780.1	1997841	1998704	1.541666625
cvirNC_035780.1	2002152	2007805	0.282620025
cvirNC_035780.1	2008426	2020602	1.332524875
cvirNC_035780.1	2025787	2028053	1.7299075
cvirNC_035780.1	2028071	2046722	78.1181875
cvirNC_035780.1	2060215	2063945	0.1355947025
cvirNC_035780.1	2063986	2067024	0.4162424475
cvirNC_035780.1	2071890	2139231	4.152816
cvirNC_035780.1	2161223	2166803	0.217357875
cvirNC_035780.1	2169616	2170594	0.164142575
cvirNC_035780.1	2169940	2198004	1.14762045
cvirNC_035780.1	2200370	2214720	0.236290175
cvirNC_035780.1	2260471	2265634	0.3457682
cvirNC_035780.1	2265679	2283419	0.2065868125
cvirNC_035780.1	2322055	2350944	0.585800275
cvirNC_035780.1	2380664	2391321	0.320544625
cvirNC_035780.1	2392317	2407896	2.409341925
cvirNC_035780.1	2413119	2424450	1.889209225
cvirNC_035780.1	2413594	2416601	8.675284675
cvirNC_035780.1	2428485	2437730	4.18165035
cvirNC_035780.1	2444648	2446603	0.4031795
cvirNC_035780.1	2460941	2463301	2.0114401
cvirNC_035780.1	2463664	2478866	59.1745275
cvirNC_035780.1	2478727	2492972	68.091355
cvirNC_035780.1	2500364	2508028	4.54945725
cvirNC_035780.1	2510379	2516296	8.61989225
cvirNC_035780.1	2524425	2553408	60.8097775
cvirNC_035780.1	2554181	2599559	65.3305925
cvirNC_035780.1	2605983	2613799	0.24309555
cvirNC_035780.1	2622064	2630407	0.25132205
cvirNC_035780.1	2636102	2650036	0.213718675
cvirNC_035780.1	2650087	2651517	0.2973518775
cvirNC_035780.1	2653510	2664271	49.0520875
cvirNC_035780.1	2665069	2670707	67.0876125
cvirNC_035780.1	2677962	2698757	80.60149
cvirNC_035780.1	2715859	2743633	67.7660575
cvirNC_035780.1	2743875	2762522	70.2502625
cvirNC_035780.1	2764023	2768283	58.9908825
cvirNC_035780.1	2768318	2771708	75.4021275
cvirNC_035780.1	2836338	2838568	0.22623624
cvirNC_035780.1	2852608	2861907	5.552244575
cvirNC_035780.1	2863719	2875976	0.378007175
cvirNC_035780.1	2875976	2882219	0.2678472
cvirNC_035780.1	2897281	2904164	0.2124481
cvirNC_035780.1	2906683	2907477	1.268719325
cvirNC_035780.1	2919222	2924444	70.92161
cvirNC_035780.1	2928484	2930094	16.352775775
cvirNC_035780.1	2931744	2936496	56.2502525
cvirNC_035780.1	2937551	2937621	0.310800333333333
cvirNC_035780.1	2949747	2953009	0.299395375
cvirNC_035780.1	2979773	2989042	0.29301755
cvirNC_035780.1	2993656	2996780	55.5955875
cvirNC_035780.1	3004876	3006396	0.2176069075
cvirNC_035780.1	3012612	3016387	0.3071847
cvirNC_035780.1	3015789	3025125	14.69533925
cvirNC_035780.1	3016638	3022277	35.93898245
cvirNC_035780.1	3026213	3049596	5.82702925
cvirNC_035780.1	3034858	3043005	57.7640725
cvirNC_035780.1	3051760	3053547	0.2657355425
cvirNC_035780.1	3101787	3114765	0.431421525
cvirNC_035780.1	3114949	3115751	0.2603211025
cvirNC_035780.1	3123534	3139605	0.3397619
cvirNC_035780.1	3141167	3150711	0.372276125
cvirNC_035780.1	3155262	3161565	0.2947131225
cvirNC_035780.1	3189045	3193152	0.44764065
cvirNC_035780.1	3196099	3211319	36.3375025
cvirNC_035780.1	3211541	3232507	18.2132725
cvirNC_035780.1	3233170	3235688	0.283212275
cvirNC_035780.1	3238126	3250761	1.7733399
cvirNC_035780.1	3245892	3265788	0.31380885
cvirNC_035780.1	3323506	3325002	0.1202448475
cvirNC_035780.1	3348104	3354091	35.399076
cvirNC_035780.1	3360585	3366567	0.303162975
cvirNC_035780.1	3399989	3408434	1.5363574
cvirNC_035780.1	3414281	3415915	1.457012
cvirNC_035780.1	3424450	3436311	0.2800263
cvirNC_035780.1	3438774	3464408	0.689108575
cvirNC_035780.1	3473206	3486317	0.28388405
cvirNC_035780.1	3492475	3493506	0.1214609625
cvirNC_035780.1	3507345	3512512	0
cvirNC_035780.1	3517611	3518657	0.191536375
cvirNC_035780.1	3519458	3522700	0.1910185175
cvirNC_035780.1	3527994	3528887	0.2149696075
cvirNC_035780.1	3537514	3538463	0.2276039475
cvirNC_035780.1	3542837	3543632	0.08275625
cvirNC_035780.1	3545295	3550207	0.3159701475
cvirNC_035780.1	3550315	3552602	0.1884736325
cvirNC_035780.1	3554796	3556838	0.3214961175
cvirNC_035780.1	3559448	3572274	11.79968075
cvirNC_035780.1	3571851	3586138	23.3884275
cvirNC_035780.1	3590620	3602303	65.89781
cvirNC_035780.1	3603654	3635803	38.3446525
cvirNC_035780.1	3605677	3608565	0.0661375725
cvirNC_035780.1	3637454	3642567	42.8316975
cvirNC_035780.1	3643906	3644577	1.5497865575
cvirNC_035780.1	3672033	3679631	70.35988
cvirNC_035780.1	3685823	3694132	0.748776
cvirNC_035780.1	3696069	3702892	74.587405
cvirNC_035780.1	3709487	3731355	4.2351325
cvirNC_035780.1	3742213	3743271	0.574634775
cvirNC_035780.1	3746784	3752164	0.256935935
cvirNC_035780.1	3752583	3757797	0.3413755375
cvirNC_035780.1	3758532	3765298	0.09125866
cvirNC_035780.1	3766207	3769475	0.32634356
cvirNC_035780.1	3771199	3779809	41.4792075
cvirNC_035780.1	3779863	3788827	0.470369675
cvirNC_035780.1	3793738	3799748	0.18248275
cvirNC_035780.1	3812208	3816668	59.2393625
cvirNC_035780.1	3821736	3830259	52.607475
cvirNC_035780.1	3833913	3850572	85.1264275
cvirNC_035780.1	3855403	3879259	63.5365375
cvirNC_035780.1	3879644	3900475	1.441808025
cvirNC_035780.1	3914300	3918047	55.6343375
cvirNC_035780.1	3920144	3928549	65.2476575
cvirNC_035780.1	3930723	3933945	53.9389725
cvirNC_035780.1	3934135	3936908	49.21959
cvirNC_035780.1	3939048	3949872	8.739637925
cvirNC_035780.1	3953804	3966889	2.42727275
cvirNC_035780.1	3977190	3992465	58.668615
cvirNC_035780.1	3996432	4013875	48.4907425
cvirNC_035780.1	4012455	4013027	0.5381945
cvirNC_035780.1	4014035	4018721	0.206265685
cvirNC_035780.1	4019514	4023265	0.2717565
cvirNC_035780.1	4023314	4027505	10.10507255
cvirNC_035780.1	4035331	4046467	83.2723075
cvirNC_035780.1	4063705	4068299	70.8172475
cvirNC_035780.1	4071898	4073025	0.2908912
cvirNC_035780.1	4075792	4090455	69.558945
cvirNC_035780.1	4096590	4100442	0.64681745
cvirNC_035780.1	4101243	4105914	0.5146380775
cvirNC_035780.1	4106001	4111699	9.605451875
cvirNC_035780.1	4111587	4123104	84.8519
cvirNC_035780.1	4126655	4142083	72.0076625
cvirNC_035780.1	4153587	4165615	2.5362033
cvirNC_035780.1	4168100	4178564	0.9708325
cvirNC_035780.1	4180766	4184023	38.434375
cvirNC_035780.1	4184237	4187276	67.100165
cvirNC_035780.1	4189520	4197602	77.0527675
cvirNC_035780.1	4201451	4205190	60.89114
cvirNC_035780.1	4219525	4243840	4.96340475
cvirNC_035780.1	4244302	4263987	74.6895125
cvirNC_035780.1	4267666	4269413	13.7564699975
cvirNC_035780.1	4282771	4298209	85.0118225
cvirNC_035780.1	4301652	4307708	66.3048
cvirNC_035780.1	4312895	4317345	62.129185
cvirNC_035780.1	4330509	4337426	0.54602665
cvirNC_035780.1	4342763	4354904	3.532847
cvirNC_035780.1	4354977	4367161	53.9865475
cvirNC_035780.1	4368778	4372780	0.915642775
cvirNC_035780.1	4373699	4380364	0.270511445
cvirNC_035780.1	4382243	4388459	0.707851125
cvirNC_035780.1	4389141	4394485	0.18521346
cvirNC_035780.1	4408651	4429034	0.675387425
cvirNC_035780.1	4528857	4535657	66.5390675
cvirNC_035780.1	4538920	4548247	3.070716125
cvirNC_035780.1	4557742	4565740	67.837445
cvirNC_035780.1	4593889	4598966	57.8704875
cvirNC_035780.1	4600555	4637023	30.0414075
cvirNC_035780.1	4604009	4606600	50.89671875
cvirNC_035780.1	4632147	4635001	0.15368409
cvirNC_035780.1	4638763	4655938	51.55372
cvirNC_035780.1	4659717	4675435	73.449975
cvirNC_035780.1	4681704	4694463	18.107946
cvirNC_035780.1	4697237	4699348	0.329594925
cvirNC_035780.1	4701559	4705850	2.4930800325
cvirNC_035780.1	4707053	4710471	0.26193955
cvirNC_035780.1	4712174	4712954	0
cvirNC_035780.1	4712962	4726844	0.644764615
cvirNC_035780.1	4741769	4747575	0.278457985
cvirNC_035780.1	4749521	4779422	0.62595345
cvirNC_035780.1	4790897	4793704	0.290378125
cvirNC_035780.1	4801569	4815766	27.405857025
cvirNC_035780.1	4821192	4825826	0
cvirNC_035780.1	4847455	4859825	0.69031345
cvirNC_035780.1	4873877	4876877	0.34859135
cvirNC_035780.1	4877869	4890053	3.080685425
cvirNC_035780.1	4895023	4904987	0.212735875
cvirNC_035780.1	4917459	4942587	40.4140075
cvirNC_035780.1	4959372	4991977	68.786
cvirNC_035780.1	4992543	5016848	72.5671725
cvirNC_035780.1	5020866	5041322	85.435115
cvirNC_035780.1	5039897	5074279	79.16343
cvirNC_035780.1	5090616	5128577	73.14016
cvirNC_035780.1	5128880	5129608	87.042965
cvirNC_035780.1	5129687	5139634	77.889655
cvirNC_035780.1	5170006	5210712	36.2464
cvirNC_035780.1	5226306	5247588	43.8373275
cvirNC_035780.1	5256402	5259634	29.336261975
cvirNC_035780.1	5268354	5275155	NA
cvirNC_035780.1	5287066	5292105	0.765062466666667
cvirNC_035780.1	5300793	5324822	9.283229725
cvirNC_035780.1	5329422	5345609	3.043290775
cvirNC_035780.1	5346926	5349837	1.283133725
cvirNC_035780.1	5356777	5361548	7.666072325
cvirNC_035780.1	5400975	5403441	10.717917
cvirNC_035780.1	5404872	5420338	2.7695715
cvirNC_035780.1	5442762	5461992	42.557564
cvirNC_035780.1	5462299	5466084	0.24020066
cvirNC_035780.1	5474916	5505507	1.6131834
cvirNC_035780.1	5504736	5508280	0.163398675
cvirNC_035780.1	5508309	5527197	0.51214045
cvirNC_035780.1	5527458	5918223	3.97524025
cvirNC_035780.1	5549998	5566416	4.2097592
cvirNC_035780.1	5739590	5745436	26.306132005
cvirNC_035780.1	5748110	5764084	7.582053675
cvirNC_035780.1	5768957	5772628	0.183776945
cvirNC_035780.1	5779138	5786878	34.54686
cvirNC_035780.1	5794526	5795387	0.68329675
cvirNC_035780.1	5797011	5805118	56.98365
cvirNC_035780.1	5848333	5860906	34.01057375
cvirNC_035780.1	5930292	5936120	33.304965
cvirNC_035780.1	5938815	5951391	1.549816575
cvirNC_035780.1	5953052	5962871	1.103360125
cvirNC_035780.1	5970912	5984287	15.662683675
cvirNC_035780.1	5980350	5982751	0.153167746666667
cvirNC_035780.1	5984389	5985241	0.15624175
cvirNC_035780.1	5986885	5995339	51.6949125
cvirNC_035780.1	6029253	6044691	0.627236825
cvirNC_035780.1	6079947	6105371	43.080465
cvirNC_035780.1	6105477	6115961	80.0262575
cvirNC_035780.1	6128030	6129157	0.2729603
cvirNC_035780.1	6131116	6133530	0.2201531225
cvirNC_035780.1	6132120	6132550	0.10621645
cvirNC_035780.1	6137421	6148478	2.71639795
cvirNC_035780.1	6151251	6154867	0.245544405
cvirNC_035780.1	6162111	6163752	3.441783825
cvirNC_035780.1	6165196	6165696	8.263672095
cvirNC_035780.1	6183506	6187835	0.3162117175
cvirNC_035780.1	6195282	6199711	0.3468315825
cvirNC_035780.1	6221881	6223144	0
cvirNC_035780.1	6239612	6242277	62.575355
cvirNC_035780.1	6264833	6267090	0.526676675
cvirNC_035780.1	6271912	6276042	0.64316965
cvirNC_035780.1	6276925	6279500	1.3733160975
cvirNC_035780.1	6322730	6334798	18.42734
cvirNC_035780.1	6337712	6355573	67.0373475
cvirNC_035780.1	6363290	6363361	0.9781788
cvirNC_035780.1	6364641	6369949	65.976685
cvirNC_035780.1	6372753	6379231	74.371105
cvirNC_035780.1	6379352	6383718	48.59443
cvirNC_035780.1	6386501	6388323	51.46243
cvirNC_035780.1	6388510	6406759	78.268425
cvirNC_035780.1	6409665	6416204	66.0901025
cvirNC_035780.1	6419625	6431055	77.352695
cvirNC_035780.1	6431294	6437528	59.304925
cvirNC_035780.1	6437734	6448112	73.2101575
cvirNC_035780.1	6457204	6460225	50.01702
cvirNC_035780.1	6460297	6474099	75.2577575
cvirNC_035780.1	6474130	6609428	73.941355
cvirNC_035780.1	6479778	6493047	74.1756225
cvirNC_035780.1	6516411	6520870	87.1445675
cvirNC_035780.1	6525805	6532825	72.841395
cvirNC_035780.1	6536379	6539633	85.653075
cvirNC_035780.1	6542095	6544991	90.6930375
cvirNC_035780.1	6552195	6558340	52.324055
cvirNC_035780.1	6566125	6570345	83.37562
cvirNC_035780.1	6572349	6578675	79.768105
cvirNC_035780.1	6581579	6583787	68.837095
cvirNC_035780.1	6593639	6595665	84.60575
cvirNC_035780.1	6600411	6604956	93.146365
cvirNC_035780.1	6609614	6617540	79.9877675
cvirNC_035780.1	6618151	6624011	78.2516625
cvirNC_035780.1	6626250	6630796	0.6734643
cvirNC_035780.1	6637619	6641442	0.1985372775
cvirNC_035780.1	6642642	6650302	7.65329425
cvirNC_035780.1	6651017	6651989	0.1388889
cvirNC_035780.1	6653487	6655658	3.629177825
cvirNC_035780.1	6676126	6717050	18.83304275
cvirNC_035780.1	6746869	6760612	0.335772633333333
cvirNC_035780.1	6760973	6762313	0
cvirNC_035780.1	6772926	6783600	7.20577635
cvirNC_035780.1	6784469	6796441	65.87762
cvirNC_035780.1	6805505	6812307	44.775640525
cvirNC_035780.1	6812526	6823506	45.5712975
cvirNC_035780.1	6826798	6832888	0.3738624225
cvirNC_035780.1	6841095	6849512	0.324893525
cvirNC_035780.1	6852667	6856461	0.096884725
cvirNC_035780.1	6858668	6873921	0.9402536
cvirNC_035780.1	6878053	6880695	0.28500719
cvirNC_035780.1	6882152	6890382	0.686365045
cvirNC_035780.1	6890936	6891942	0.371482075
cvirNC_035780.1	6893435	6894374	0.0964052325
cvirNC_035780.1	6911722	6947002	36.19974
cvirNC_035780.1	6957396	6959364	0.310115025
cvirNC_035780.1	6966701	6977505	2.288516825
cvirNC_035780.1	6979148	6990391	72.34938
cvirNC_035780.1	7016304	7018499	0.2682427
cvirNC_035780.1	7067804	7070871	0.23606985
cvirNC_035780.1	7077445	7102942	0.7373563
cvirNC_035780.1	7103281	7115773	66.942545
cvirNC_035780.1	7115931	7134979	29.957745
cvirNC_035780.1	7138117	7143409	0.690623725
cvirNC_035780.1	7180204	7194894	0.261483325
cvirNC_035780.1	7221259	7230149	62.68634
cvirNC_035780.1	7232704	7235333	0.1789905125
cvirNC_035780.1	7235566	7250182	0.340898725
cvirNC_035780.1	7260156	7262546	0.1503100775
cvirNC_035780.1	7262836	7274470	0.4094225
cvirNC_035780.1	7295075	7306858	78.3759925
cvirNC_035780.1	7307475	7307547	0.347222233333333
cvirNC_035780.1	7330448	7330520	0.1470588
cvirNC_035780.1	7331788	7343936	0.3965481
cvirNC_035780.1	7347276	7347348	0
cvirNC_035780.1	7349046	7353965	72.2920275
cvirNC_035780.1	7362650	7386171	1.820365275
cvirNC_035780.1	7386723	7414898	62.938575
cvirNC_035780.1	7417775	7419604	0.2096563
cvirNC_035780.1	7429515	7437794	0.2474933
cvirNC_035780.1	7440146	7448256	0.2610224
cvirNC_035780.1	7448379	7460184	1.5033695275
cvirNC_035780.1	7462520	7484110	0.957468
cvirNC_035780.1	7492336	7498975	8.34294815
cvirNC_035780.1	7504984	7518262	0.597066175
cvirNC_035780.1	7520664	7533035	16.4260515
cvirNC_035780.1	7537699	7540588	26.1128275
cvirNC_035780.1	7540759	7549675	6.53473225
cvirNC_035780.1	7542793	7544860	34.74738
cvirNC_035780.1	7544985	7547717	0.352418055
cvirNC_035780.1	7553427	7555165	0.261618375
cvirNC_035780.1	7571885	7596667	24.580475
cvirNC_035780.1	7599219	7611397	50.250835
cvirNC_035780.1	7623007	7628394	0.319274175
cvirNC_035780.1	7638094	7641132	61.8681275
cvirNC_035780.1	7644230	7658994	31.2681325
cvirNC_035780.1	7696045	7720000	0.242710025
cvirNC_035780.1	7748433	7759007	0.2059599125
cvirNC_035780.1	7769874	7786773	0.1788911725
cvirNC_035780.1	7813125	7821327	0.35855125
cvirNC_035780.1	7824705	7841626	0.342918475
cvirNC_035780.1	7862439	7869860	0.231276125
cvirNC_035780.1	7875702	7894869	0.910129525
cvirNC_035780.1	7898151	7909318	0.85970965
cvirNC_035780.1	7918111	7929370	76.0050225
cvirNC_035780.1	7933283	7961895	0.884408775
cvirNC_035780.1	7962010	7966245	54.904435
cvirNC_035780.1	7966292	7970158	61.54154
cvirNC_035780.1	7970408	7975154	0.588282775
cvirNC_035780.1	7975237	7982162	0.221013725
cvirNC_035780.1	7993660	7997415	0.239716425
cvirNC_035780.1	8009824	8020164	3.990147475
cvirNC_035780.1	8024566	8035529	0.249938525
cvirNC_035780.1	8044163	8051650	58.167395
cvirNC_035780.1	8052589	8056490	50.3950675
cvirNC_035780.1	8059494	8072390	67.1547725
cvirNC_035780.1	8073245	8080186	71.510805
cvirNC_035780.1	8080367	8081692	48.4389275
cvirNC_035780.1	8082685	8084651	46.6496125
cvirNC_035780.1	8090370	8098992	64.8538325
cvirNC_035780.1	8102203	8103999	0.2340104
cvirNC_035780.1	8104314	8116455	0.985163525
cvirNC_035780.1	8109797	8111841	0.395802625
cvirNC_035780.1	8116419	8120996	1.133148925
cvirNC_035780.1	8122845	8129093	3.0640865
cvirNC_035780.1	8131059	8135404	0.305886425
cvirNC_035780.1	8155358	8158602	37.7965375
cvirNC_035780.1	8169904	8172094	0.2311804
cvirNC_035780.1	8181103	8186242	0.325410575
cvirNC_035780.1	8189591	8196705	76.8717775
cvirNC_035780.1	8199563	8237332	77.6458525
cvirNC_035780.1	8218828	8220922	93.5605325
cvirNC_035780.1	8222876	8246047	65.3043225
cvirNC_035780.1	8260034	8287945	84.75124
cvirNC_035780.1	8289704	8292618	64.8144875
cvirNC_035780.1	8292814	8306980	5.102427
cvirNC_035780.1	8306842	8308416	0.2798010125
cvirNC_035780.1	8308657	8310945	0.2665271075
cvirNC_035780.1	8313010	8314296	0.2399946475
cvirNC_035780.1	8320999	8326294	0.18645445
cvirNC_035780.1	8336198	8339336	0.1827177675
cvirNC_035780.1	8340399	8352840	0.389984575
cvirNC_035780.1	8365125	8376350	0.3506793
cvirNC_035780.1	8381914	8388705	0.33699725
cvirNC_035780.1	8401040	8404074	0.189017055
cvirNC_035780.1	8443750	8445014	0.19301179
cvirNC_035780.1	8477172	8482343	0.250536085
cvirNC_035780.1	8492273	8502116	1.42460025
cvirNC_035780.1	8508004	8508997	0.23937245
cvirNC_035780.1	8512990	8533322	54.407915
cvirNC_035780.1	8535007	8548200	73.8431775
cvirNC_035780.1	8560936	8564456	0.1960093925
cvirNC_035780.1	8566212	8575984	3.518407325
cvirNC_035780.1	8579031	8579698	0.351051575
cvirNC_035780.1	8583544	8586379	0.457387845
cvirNC_035780.1	8591587	8595577	0.86370882
cvirNC_035780.1	8602090	8605789	0.16880713
cvirNC_035780.1	8608694	8611342	0.258160325
cvirNC_035780.1	8612812	8620976	1.2633861
cvirNC_035780.1	8635765	8643465	1.260383575
cvirNC_035780.1	8644724	8669554	74.0623575
cvirNC_035780.1	8672409	8679479	9.36010225
cvirNC_035780.1	8679665	8683977	67.758745
cvirNC_035780.1	8684142	8692057	61.8642075
cvirNC_035780.1	8692509	8698183	59.101165
cvirNC_035780.1	8698514	8701494	56.7779425
cvirNC_035780.1	8705557	8715475	68.679375
cvirNC_035780.1	8717138	8727459	0.2771359
cvirNC_035780.1	8734216	8748560	0.290739325
cvirNC_035780.1	8752736	8768743	1.654886625
cvirNC_035780.1	8761499	8763551	0.3623807225
cvirNC_035780.1	8769461	8794242	5.893694
cvirNC_035780.1	8778017	8782462	0.252138625
cvirNC_035780.1	8783899	8787293	0.4907542
cvirNC_035780.1	8794567	8818934	71.390685
cvirNC_035780.1	8819118	8823985	63.0722625
cvirNC_035780.1	8829533	8833841	67.7480275
cvirNC_035780.1	8833968	8837153	52.71904
cvirNC_035780.1	8842869	8850351	54.7688475
cvirNC_035780.1	8851480	8904298	57.05253
cvirNC_035780.1	8878802	8890809	84.5043425
cvirNC_035780.1	8891942	8916867	87.4123975
cvirNC_035780.1	8919790	8924585	62.03866
cvirNC_035780.1	8929145	8941284	71.2204025
cvirNC_035780.1	8941429	8943356	22.5752075
cvirNC_035780.1	8951007	8951628	0.3136028425
cvirNC_035780.1	8954063	8955756	0.20030585
cvirNC_035780.1	8971890	8974460	0.514746875
cvirNC_035780.1	8990815	8992509	0.232049865
cvirNC_035780.1	9011563	9043404	42.8659525
cvirNC_035780.1	9014476	9020599	0
cvirNC_035780.1	9020939	9022027	15.0257733666667
cvirNC_035780.1	9052951	9065161	0.765680875
cvirNC_035780.1	9067862	9076213	3.24259875
cvirNC_035780.1	9080279	9090126	0.41916105
cvirNC_035780.1	9092949	9103065	62.58398
cvirNC_035780.1	9103662	9111843	71.993785
cvirNC_035780.1	9143133	9157522	0.3623164
cvirNC_035780.1	9175214	9177793	NA
cvirNC_035780.1	9192178	9194613	NA
cvirNC_035780.1	9197675	9209800	0.49146815
cvirNC_035780.1	9251266	9256988	0.099083325
cvirNC_035780.1	9288063	9301976	70.50159
cvirNC_035780.1	9301979	9310666	64.497725
cvirNC_035780.1	9311083	9317549	66.40775
cvirNC_035780.1	9324834	9326769	0.3667823375
cvirNC_035780.1	9333963	9338256	0.0872688275
cvirNC_035780.1	9342567	9346455	0.0938685725
cvirNC_035780.1	9360834	9362819	0.223451425
cvirNC_035780.1	9364226	9370196	1.359693575
cvirNC_035780.1	9371256	9376735	0.3239510375
cvirNC_035780.1	9377368	9379472	0.13964723
cvirNC_035780.1	9398174	9399067	0.07246376
cvirNC_035780.1	9414842	9416655	0.375325035
cvirNC_035780.1	9425057	9428046	0.1336621775
cvirNC_035780.1	9429809	9431700	0.27271705
cvirNC_035780.1	9438510	9444212	71.622225
cvirNC_035780.1	9444244	9449236	0.9150439
cvirNC_035780.1	9453981	9467219	31.828575
cvirNC_035780.1	9457293	9462855	58.696405
cvirNC_035780.1	9489348	9494188	0.2647560225
cvirNC_035780.1	9503252	9504848	0.2942926975
cvirNC_035780.1	9513950	9535973	70.8193325
cvirNC_035780.1	9547661	9597039	85.1823375
cvirNC_035780.1	9600306	9634301	55.219475
cvirNC_035780.1	9637204	9642529	2.0721091175
