chr	start	end	methylation_mean
cvirNC_035780.1	1630358	1641055	2.04815496428571
cvirNC_035780.1	1674069	1678920	1.06041239285714
cvirNC_035780.1	1720303	1741095	0.672786957142857
cvirNC_035780.1	1763699	1778839	1.46594496428571
cvirNC_035780.1	1821446	1834660	0.256420207142857
cvirNC_035780.1	1838755	1841281	22.7511549166667
cvirNC_035780.1	1840607	1842557	6.17126614285714
cvirNC_035780.1	1848220	1849477	0.2103934
cvirNC_035780.1	1856841	1863697	1.70832661428571
cvirNC_035780.1	1874661	1878188	0.308611292857143
cvirNC_035780.1	1878806	1881983	5.53599097142857
cvirNC_035780.1	1882143	1890106	66.2040378571429
cvirNC_035780.1	1892805	1898535	34.5430507
cvirNC_035780.1	1919019	1926830	57.65651
cvirNC_035780.1	1928718	1940217	72.1580942857143
cvirNC_035780.1	1940413	1952761	66.1942292857143
cvirNC_035780.1	1955555	1981097	69.9651642857143
cvirNC_035780.1	1982711	1993041	65.9193757142857
cvirNC_035780.1	1995230	1997350	0.286031500714286
cvirNC_035780.1	1997841	1998704	5.93244492857143
cvirNC_035780.1	2002152	2007805	1.82411456428571
cvirNC_035780.1	2008426	2020602	2.46578462857143
cvirNC_035780.1	2025787	2028053	1.79561976428571
cvirNC_035780.1	2028071	2046722	64.4447071428571
cvirNC_035780.1	2060215	2063945	0.250852714615385
cvirNC_035780.1	2063986	2067024	0.54096736
cvirNC_035780.1	2071890	2139231	5.23582285714286
cvirNC_035780.1	2161223	2166803	0.330792242857143
cvirNC_035780.1	2169616	2170594	0.503829971428571
cvirNC_035780.1	2169940	2198004	0.995338392857143
cvirNC_035780.1	2200370	2214720	0.405341264285714
cvirNC_035780.1	2260471	2265634	0.711188392857143
cvirNC_035780.1	2265679	2283419	0.496767911428571
cvirNC_035780.1	2322055	2350944	0.656257085714286
cvirNC_035780.1	2380664	2391321	0.439578957142857
cvirNC_035780.1	2392317	2407896	1.72403295714286
cvirNC_035780.1	2413119	2424450	0.966801557142857
cvirNC_035780.1	2413594	2416601	4.94810552857143
cvirNC_035780.1	2428485	2437730	3.72920653571429
cvirNC_035780.1	2444648	2446603	0.92310535
cvirNC_035780.1	2460941	2463301	2.48360468571429
cvirNC_035780.1	2463664	2478866	59.3664464285714
cvirNC_035780.1	2478727	2492972	54.3691742857143
cvirNC_035780.1	2500364	2508028	3.66842777857143
cvirNC_035780.1	2510379	2516296	8.28666921428571
cvirNC_035780.1	2524425	2553408	52.1251764285714
cvirNC_035780.1	2554181	2599559	62.6212542857143
cvirNC_035780.1	2605983	2613799	0.4845246
cvirNC_035780.1	2622064	2630407	0.294088235714286
cvirNC_035780.1	2636102	2650036	0.273452735714286
cvirNC_035780.1	2650087	2651517	0.261667369285714
cvirNC_035780.1	2653510	2664271	44.0182235714286
cvirNC_035780.1	2665069	2670707	61.4739928571429
cvirNC_035780.1	2677962	2698757	50.7102492857143
cvirNC_035780.1	2715859	2743633	49.1713078571429
cvirNC_035780.1	2743875	2762522	64.7123392857143
cvirNC_035780.1	2764023	2768283	64.3046971428571
cvirNC_035780.1	2768318	2771708	72.9190707142857
cvirNC_035780.1	2836338	2838568	0.231486992857143
cvirNC_035780.1	2852608	2861907	2.18314967857143
cvirNC_035780.1	2863719	2875976	0.860560728571429
cvirNC_035780.1	2875976	2882219	0.2834799
cvirNC_035780.1	2897281	2904164	0.254716707142857
cvirNC_035780.1	2906683	2907477	1.58924307857143
cvirNC_035780.1	2919222	2924444	67.4104135714286
cvirNC_035780.1	2928484	2930094	8.94201269285714
cvirNC_035780.1	2931744	2936496	65.2948957142857
cvirNC_035780.1	2937551	2937621	0.11117695
cvirNC_035780.1	2949747	2953009	0.244580578571429
cvirNC_035780.1	2979773	2989042	0.567155342857143
cvirNC_035780.1	2993656	2996780	50.2057657142857
cvirNC_035780.1	3004876	3006396	1.70288258071429
cvirNC_035780.1	3012612	3016387	0.184205758571429
cvirNC_035780.1	3015789	3025125	11.5796623428571
cvirNC_035780.1	3016638	3022277	26.2519537857143
cvirNC_035780.1	3026213	3049596	4.91462635714286
cvirNC_035780.1	3034858	3043005	53.9321985714286
cvirNC_035780.1	3051760	3053547	0.393688715
cvirNC_035780.1	3101787	3114765	0.381214142857143
cvirNC_035780.1	3114949	3115751	0.171044690714286
cvirNC_035780.1	3123534	3139605	0.309684871428571
cvirNC_035780.1	3141167	3150711	0.57890395
cvirNC_035780.1	3155262	3161565	0.341470096428571
cvirNC_035780.1	3189045	3193152	0.3993385
cvirNC_035780.1	3196099	3211319	34.5086057142857
cvirNC_035780.1	3211541	3232507	17.5254657142857
cvirNC_035780.1	3233170	3235688	0.261970207142857
cvirNC_035780.1	3238126	3250761	1.47333407857143
cvirNC_035780.1	3245892	3265788	0.332926557142857
cvirNC_035780.1	3323506	3325002	1.08909129071429
cvirNC_035780.1	3348104	3354091	38.0953186
cvirNC_035780.1	3360585	3366567	0.3178875
cvirNC_035780.1	3399989	3408434	1.33837132857143
cvirNC_035780.1	3414281	3415915	0.575397
cvirNC_035780.1	3424450	3436311	0.336343092857143
cvirNC_035780.1	3438774	3464408	0.316314757142857
cvirNC_035780.1	3473206	3486317	0.313136114285714
cvirNC_035780.1	3492475	3493506	0.195238580714286
cvirNC_035780.1	3507345	3512512	0
cvirNC_035780.1	3517611	3518657	0.114763665
cvirNC_035780.1	3519458	3522700	0.217732435714286
cvirNC_035780.1	3527994	3528887	0.35265667
cvirNC_035780.1	3537514	3538463	0.223158751428571
cvirNC_035780.1	3542837	3543632	0.271007835714286
cvirNC_035780.1	3545295	3550207	1.01408364857143
cvirNC_035780.1	3550315	3552602	0.265646417142857
cvirNC_035780.1	3554796	3556838	0.282048515
cvirNC_035780.1	3559448	3572274	11.5069185714286
cvirNC_035780.1	3571851	3586138	28.3219778571429
cvirNC_035780.1	3590620	3602303	63.961415
cvirNC_035780.1	3603654	3635803	34.3369178571429
cvirNC_035780.1	3605677	3608565	0.179413842857143
cvirNC_035780.1	3637454	3642567	48.7276057142857
cvirNC_035780.1	3643906	3644577	2.75074747571429
cvirNC_035780.1	3672033	3679631	60.708485
cvirNC_035780.1	3685823	3694132	1.50770493571429
cvirNC_035780.1	3696069	3702892	73.6143521428571
cvirNC_035780.1	3709487	3731355	3.0821395
cvirNC_035780.1	3742213	3743271	0.297627464285714
cvirNC_035780.1	3746784	3752164	0.312375023571429
cvirNC_035780.1	3752583	3757797	0.3198673
cvirNC_035780.1	3758532	3765298	0.355107
cvirNC_035780.1	3766207	3769475	0.255245645714286
cvirNC_035780.1	3771199	3779809	31.8070178571429
cvirNC_035780.1	3779863	3788827	0.710585342857143
cvirNC_035780.1	3793738	3799748	0.187373421428571
cvirNC_035780.1	3812208	3816668	47.7846792857143
cvirNC_035780.1	3821736	3830259	52.5554092857143
cvirNC_035780.1	3833913	3850572	81.7578185714286
cvirNC_035780.1	3855403	3879259	63.6447728571429
cvirNC_035780.1	3879644	3900475	2.91679152142857
cvirNC_035780.1	3914300	3918047	45.6405728571429
cvirNC_035780.1	3920144	3928549	61.7503557142857
cvirNC_035780.1	3930723	3933945	55.4944261538462
cvirNC_035780.1	3934135	3936908	57.9081038461538
cvirNC_035780.1	3939048	3949872	3.60929174285714
cvirNC_035780.1	3953804	3966889	2.51384335714286
cvirNC_035780.1	3977190	3992465	47.8108778571429
cvirNC_035780.1	3996432	4013875	44.5792542857143
cvirNC_035780.1	4012455	4013027	0.3412698
cvirNC_035780.1	4014035	4018721	0.267804520714286
cvirNC_035780.1	4019514	4023265	0.926820514285714
cvirNC_035780.1	4023314	4027505	12.4534010785714
cvirNC_035780.1	4035331	4046467	80.536835
cvirNC_035780.1	4063705	4068299	59.6970921428571
cvirNC_035780.1	4071898	4073025	0.230692207142857
cvirNC_035780.1	4075792	4090455	67.7245885714286
cvirNC_035780.1	4096590	4100442	1.61561166428571
cvirNC_035780.1	4101243	4105914	0.316291217857143
cvirNC_035780.1	4106001	4111699	6.69614925714286
cvirNC_035780.1	4111587	4123104	80.9611835714286
cvirNC_035780.1	4126655	4142083	65.9855742857143
cvirNC_035780.1	4153587	4165615	1.95327202857143
cvirNC_035780.1	4168100	4178564	0.940644171428571
cvirNC_035780.1	4180766	4184023	43.2312692857143
cvirNC_035780.1	4184237	4187276	66.7538878571429
cvirNC_035780.1	4189520	4197602	65.7020957142857
cvirNC_035780.1	4201451	4205190	52.308075
cvirNC_035780.1	4219525	4243840	4.41587135714286
cvirNC_035780.1	4244302	4263987	64.4092771428571
cvirNC_035780.1	4267666	4269413	2.45646809071429
cvirNC_035780.1	4282771	4298209	85.1690142857143
cvirNC_035780.1	4301652	4307708	61.9337907142857
cvirNC_035780.1	4312895	4317345	57.5226071428571
cvirNC_035780.1	4330509	4337426	0.749565657142857
cvirNC_035780.1	4342763	4354904	3.3042655
cvirNC_035780.1	4354977	4367161	45.6462621428571
cvirNC_035780.1	4368778	4372780	0.786365971428571
cvirNC_035780.1	4373699	4380364	0.401439581428571
cvirNC_035780.1	4382243	4388459	0.870224678571429
cvirNC_035780.1	4389141	4394485	0.235117842857143
cvirNC_035780.1	4408651	4429034	0.985423242857143
cvirNC_035780.1	4528857	4535657	67.9896878571429
cvirNC_035780.1	4538920	4548247	3.51639975
cvirNC_035780.1	4557742	4565740	62.3512
cvirNC_035780.1	4593889	4598966	52.9588542857143
cvirNC_035780.1	4600555	4637023	24.7516335714286
cvirNC_035780.1	4604009	4606600	27.6152722857143
cvirNC_035780.1	4632147	4635001	0.198101397142857
cvirNC_035780.1	4638763	4655938	50.0954478571429
cvirNC_035780.1	4659717	4675435	69.23401
cvirNC_035780.1	4681704	4694463	11.2126754285714
cvirNC_035780.1	4697237	4699348	0.147179835714286
cvirNC_035780.1	4701559	4705850	1.29920116857143
cvirNC_035780.1	4707053	4710471	1.73388880714286
cvirNC_035780.1	4712174	4712954	0.344882891666667
cvirNC_035780.1	4712962	4726844	0.437474354285714
cvirNC_035780.1	4741769	4747575	0.608140283571429
cvirNC_035780.1	4749521	4779422	0.662830342857143
cvirNC_035780.1	4790897	4793704	0.32826911
cvirNC_035780.1	4801569	4815766	10.9426235571429
cvirNC_035780.1	4821192	4825826	0.4678482
cvirNC_035780.1	4847455	4859825	0.976209185714286
cvirNC_035780.1	4873877	4876877	0.670817721428571
cvirNC_035780.1	4877869	4890053	6.35412204285714
cvirNC_035780.1	4895023	4904987	0.347295853846154
cvirNC_035780.1	4917459	4942587	46.9926228571429
cvirNC_035780.1	4959372	4991977	59.5932842857143
cvirNC_035780.1	4992543	5016848	54.4505871428571
cvirNC_035780.1	5020866	5041322	66.7603307142857
cvirNC_035780.1	5039897	5074279	66.5702957142857
cvirNC_035780.1	5090616	5128577	57.5795492857143
cvirNC_035780.1	5128880	5129608	34.7270833333333
cvirNC_035780.1	5129687	5139634	60.0528992857143
cvirNC_035780.1	5170006	5210712	31.85548
cvirNC_035780.1	5226306	5247588	39.3959014285714
cvirNC_035780.1	5256402	5259634	11.2766172714286
cvirNC_035780.1	5268354	5275155	0.472165766666667
cvirNC_035780.1	5287066	5292105	4.62522651
cvirNC_035780.1	5300793	5324822	11.4938335785714
cvirNC_035780.1	5329422	5345609	3.83109812857143
cvirNC_035780.1	5346926	5349837	1.00917644285714
cvirNC_035780.1	5356777	5361548	7.00066913846154
cvirNC_035780.1	5400975	5403441	10.8434447857143
cvirNC_035780.1	5404872	5420338	4.25193892857143
cvirNC_035780.1	5442762	5461992	45.7741924285714
cvirNC_035780.1	5462299	5466084	0.459666510714286
cvirNC_035780.1	5474916	5505507	1.55175291428571
cvirNC_035780.1	5504736	5508280	0.310654
cvirNC_035780.1	5508309	5527197	1.03407636428571
cvirNC_035780.1	5527458	5918223	4.50298278571429
cvirNC_035780.1	5549998	5566416	3.37376943571429
cvirNC_035780.1	5739590	5745436	19.9140745821429
cvirNC_035780.1	5748110	5764084	7.52904654285714
cvirNC_035780.1	5768957	5772628	0.274346105833333
cvirNC_035780.1	5779138	5786878	28.3492342857143
cvirNC_035780.1	5794526	5795387	0.760067007142857
cvirNC_035780.1	5797011	5805118	53.6520742857143
cvirNC_035780.1	5848333	5860906	30.4499961428571
cvirNC_035780.1	5930292	5936120	26.4580785714286
cvirNC_035780.1	5938815	5951391	1.0800612
cvirNC_035780.1	5953052	5962871	2.10651680714286
cvirNC_035780.1	5970912	5984287	11.3720820142857
cvirNC_035780.1	5980350	5982751	0.262647800833333
cvirNC_035780.1	5984389	5985241	0.161599992307692
cvirNC_035780.1	5986885	5995339	56.5542635714286
cvirNC_035780.1	6029253	6044691	0.885119028571429
cvirNC_035780.1	6079947	6105371	38.3435714285714
cvirNC_035780.1	6105477	6115961	74.714865
cvirNC_035780.1	6128030	6129157	0.247586914285714
cvirNC_035780.1	6131116	6133530	0.669730742857143
cvirNC_035780.1	6132120	6132550	0.332959971428571
cvirNC_035780.1	6137421	6148478	2.61924009285714
cvirNC_035780.1	6151251	6154867	0.271216085
cvirNC_035780.1	6162111	6163752	4.04466727142857
cvirNC_035780.1	6165196	6165696	4.80178800214286
cvirNC_035780.1	6183506	6187835	0.29433256
cvirNC_035780.1	6195282	6199711	0.280239376428571
cvirNC_035780.1	6221881	6223144	0
cvirNC_035780.1	6239612	6242277	53.4133914285714
cvirNC_035780.1	6264833	6267090	0.891360771428571
cvirNC_035780.1	6271912	6276042	0.930616235714286
cvirNC_035780.1	6276925	6279500	0.657604657857143
cvirNC_035780.1	6322730	6334798	18.6871814285714
cvirNC_035780.1	6337712	6355573	60.4213814285714
cvirNC_035780.1	6363290	6363361	0.356568078571429
cvirNC_035780.1	6364641	6369949	59.3952321428571
cvirNC_035780.1	6372753	6379231	73.4565321428571
cvirNC_035780.1	6379352	6383718	46.8356478571429
cvirNC_035780.1	6386501	6388323	52.05221
cvirNC_035780.1	6388510	6406759	69.2890135714286
cvirNC_035780.1	6409665	6416204	62.4982485714286
cvirNC_035780.1	6419625	6431055	72.358525
cvirNC_035780.1	6431294	6437528	55.964215
cvirNC_035780.1	6437734	6448112	63.4872092857143
cvirNC_035780.1	6457204	6460225	49.977195
cvirNC_035780.1	6460297	6474099	74.8216385714286
cvirNC_035780.1	6474130	6609428	60.690455
cvirNC_035780.1	6479778	6493047	57.5549
cvirNC_035780.1	6516411	6520870	74.1158328571429
cvirNC_035780.1	6525805	6532825	56.5694471428571
cvirNC_035780.1	6536379	6539633	66.4064757142857
cvirNC_035780.1	6542095	6544991	74.8077714285714
cvirNC_035780.1	6552195	6558340	42.1340828571429
cvirNC_035780.1	6566125	6570345	61.2992578571429
cvirNC_035780.1	6572349	6578675	63.7521271428571
cvirNC_035780.1	6581579	6583787	69.7104157142857
cvirNC_035780.1	6593639	6595665	72.7811557142857
cvirNC_035780.1	6600411	6604956	79.3305057142857
cvirNC_035780.1	6609614	6617540	69.934745
cvirNC_035780.1	6618151	6624011	62.01829
cvirNC_035780.1	6626250	6630796	1.72314357857143
cvirNC_035780.1	6637619	6641442	0.243217752142857
cvirNC_035780.1	6642642	6650302	6.08370228571429
cvirNC_035780.1	6651017	6651989	0.198653211111111
cvirNC_035780.1	6653487	6655658	4.87754205
cvirNC_035780.1	6676126	6717050	21.5035215714286
cvirNC_035780.1	6746869	6760612	0.406618307692308
cvirNC_035780.1	6760973	6762313	0.386100428571429
cvirNC_035780.1	6772926	6783600	4.08427312857143
cvirNC_035780.1	6784469	6796441	59.7364714285714
cvirNC_035780.1	6805505	6812307	38.7230016357143
cvirNC_035780.1	6812526	6823506	29.869265
cvirNC_035780.1	6826798	6832888	0.350854375
cvirNC_035780.1	6841095	6849512	0.282560085714286
cvirNC_035780.1	6852667	6856461	0.205176042857143
cvirNC_035780.1	6858668	6873921	0.745344728571429
cvirNC_035780.1	6878053	6880695	2.75738906785714
cvirNC_035780.1	6882152	6890382	0.362305948571429
cvirNC_035780.1	6890936	6891942	0.277817478571429
cvirNC_035780.1	6893435	6894374	0.560066668571429
cvirNC_035780.1	6911722	6947002	48.8671971428571
cvirNC_035780.1	6957396	6959364	1.17981567142857
cvirNC_035780.1	6966701	6977505	3.19768682142857
cvirNC_035780.1	6979148	6990391	60.0468957142857
cvirNC_035780.1	7016304	7018499	0.301706728571429
cvirNC_035780.1	7067804	7070871	0.438296764285714
cvirNC_035780.1	7077445	7102942	1.06253096428571
cvirNC_035780.1	7103281	7115773	63.1190185714286
cvirNC_035780.1	7115931	7134979	29.1086864285714
cvirNC_035780.1	7138117	7143409	0.491921971428571
cvirNC_035780.1	7180204	7194894	1.3445628
cvirNC_035780.1	7221259	7230149	52.1254557142857
cvirNC_035780.1	7232704	7235333	0.252393985714286
cvirNC_035780.1	7235566	7250182	1.26301977857143
cvirNC_035780.1	7260156	7262546	0.216012186428571
cvirNC_035780.1	7262836	7274470	0.417056442857143
cvirNC_035780.1	7295075	7306858	70.926395
cvirNC_035780.1	7307475	7307547	0.88963445
cvirNC_035780.1	7330448	7330520	0.426166416666667
cvirNC_035780.1	7331788	7343936	0.364748185714286
cvirNC_035780.1	7347276	7347348	0.20220589
cvirNC_035780.1	7349046	7353965	65.9635521428571
cvirNC_035780.1	7362650	7386171	0.365421971428571
cvirNC_035780.1	7386723	7414898	60.7865714285714
cvirNC_035780.1	7417775	7419604	0.253941992857143
cvirNC_035780.1	7429515	7437794	0.27401845
cvirNC_035780.1	7440146	7448256	0.410903107142857
cvirNC_035780.1	7448379	7460184	0.242569771428571
cvirNC_035780.1	7462520	7484110	0.778785957142857
cvirNC_035780.1	7492336	7498975	5.76238503571429
cvirNC_035780.1	7504984	7518262	0.747351328571429
cvirNC_035780.1	7520664	7533035	23.5314934285714
cvirNC_035780.1	7537699	7540588	27.8629221428571
cvirNC_035780.1	7540759	7549675	6.09441721428571
cvirNC_035780.1	7542793	7544860	31.115833
cvirNC_035780.1	7544985	7547717	0.370654189285714
cvirNC_035780.1	7553427	7555165	0.263578071428571
cvirNC_035780.1	7571885	7596667	20.44355
cvirNC_035780.1	7599219	7611397	50.1310921428571
cvirNC_035780.1	7623007	7628394	0.495658657142857
cvirNC_035780.1	7638094	7641132	63.7758142857143
cvirNC_035780.1	7644230	7658994	32.3541542857143
cvirNC_035780.1	7696045	7720000	0.295957221428571
cvirNC_035780.1	7748433	7759007	0.35372278
cvirNC_035780.1	7769874	7786773	0.341096903571429
cvirNC_035780.1	7813125	7821327	0.298482964285714
cvirNC_035780.1	7824705	7841626	0.327726014285714
cvirNC_035780.1	7862439	7869860	0.234035764285714
cvirNC_035780.1	7875702	7894869	0.808382964285714
cvirNC_035780.1	7898151	7909318	0.652053521428571
cvirNC_035780.1	7918111	7929370	71.6803864285714
cvirNC_035780.1	7933283	7961895	0.964512214285714
cvirNC_035780.1	7962010	7966245	59.9409485714286
cvirNC_035780.1	7966292	7970158	60.5576085714286
cvirNC_035780.1	7970408	7975154	1.25832587142857
cvirNC_035780.1	7975237	7982162	0.367091735714286
cvirNC_035780.1	7993660	7997415	0.249192628571429
cvirNC_035780.1	8009824	8020164	11.9637458071429
cvirNC_035780.1	8024566	8035529	0.238433007142857
cvirNC_035780.1	8044163	8051650	57.7697314285714
cvirNC_035780.1	8052589	8056490	41.1610528571429
cvirNC_035780.1	8059494	8072390	58.6963585714286
cvirNC_035780.1	8073245	8080186	58.7986592857143
cvirNC_035780.1	8080367	8081692	45.1919885714286
cvirNC_035780.1	8082685	8084651	44.7206528571429
cvirNC_035780.1	8090370	8098992	64.4687564285714
cvirNC_035780.1	8102203	8103999	0.279385028571429
cvirNC_035780.1	8104314	8116455	1.29653935
cvirNC_035780.1	8109797	8111841	1.25039733571429
cvirNC_035780.1	8116419	8120996	2.43712389285714
cvirNC_035780.1	8122845	8129093	1.01885591428571
cvirNC_035780.1	8131059	8135404	0.289914378571429
cvirNC_035780.1	8155358	8158602	36.4917892857143
cvirNC_035780.1	8169904	8172094	0.351718035714286
cvirNC_035780.1	8181103	8186242	0.305230771428571
cvirNC_035780.1	8189591	8196705	73.4486314285714
cvirNC_035780.1	8199563	8237332	60.954855
cvirNC_035780.1	8218828	8220922	75.2307207142857
cvirNC_035780.1	8222876	8246047	59.1813457142857
cvirNC_035780.1	8260034	8287945	74.5029042857143
cvirNC_035780.1	8289704	8292618	56.1492221428571
cvirNC_035780.1	8292814	8306980	5.56149764285714
cvirNC_035780.1	8306842	8308416	0.39767833
cvirNC_035780.1	8308657	8310945	0.234670210714286
cvirNC_035780.1	8313010	8314296	0.213421866428571
cvirNC_035780.1	8320999	8326294	0.304505914285714
cvirNC_035780.1	8336198	8339336	1.01073955428571
cvirNC_035780.1	8340399	8352840	0.422074664285714
cvirNC_035780.1	8365125	8376350	0.312874521428571
cvirNC_035780.1	8381914	8388705	0.347120292857143
cvirNC_035780.1	8401040	8404074	0.275446382142857
cvirNC_035780.1	8443750	8445014	0.15304198
cvirNC_035780.1	8477172	8482343	0.259131444285714
cvirNC_035780.1	8492273	8502116	1.75661563571429
cvirNC_035780.1	8508004	8508997	0.320337914285714
cvirNC_035780.1	8512990	8533322	47.3583971428571
cvirNC_035780.1	8535007	8548200	53.5325485714286
cvirNC_035780.1	8560936	8564456	0.635923357142857
cvirNC_035780.1	8566212	8575984	3.33054
cvirNC_035780.1	8579031	8579698	0.346692835714286
cvirNC_035780.1	8583544	8586379	0.306310502142857
cvirNC_035780.1	8591587	8595577	1.88019688357143
cvirNC_035780.1	8602090	8605789	0.156409203571429
cvirNC_035780.1	8608694	8611342	0.2610438
cvirNC_035780.1	8612812	8620976	1.89602574285714
cvirNC_035780.1	8635765	8643465	1.72042210714286
cvirNC_035780.1	8644724	8669554	62.8018278571429
cvirNC_035780.1	8672409	8679479	7.9681265
cvirNC_035780.1	8679665	8683977	60.7903992857143
cvirNC_035780.1	8684142	8692057	59.9554414285714
cvirNC_035780.1	8692509	8698183	48.7806885714286
cvirNC_035780.1	8698514	8701494	53.0593078571429
cvirNC_035780.1	8705557	8715475	66.3970735714286
cvirNC_035780.1	8717138	8727459	0.418817521428571
cvirNC_035780.1	8734216	8748560	0.407688085714286
cvirNC_035780.1	8752736	8768743	1.50202999285714
cvirNC_035780.1	8761499	8763551	0.272641805714286
cvirNC_035780.1	8769461	8794242	5.62384907142857
cvirNC_035780.1	8778017	8782462	0.265341864285714
cvirNC_035780.1	8783899	8787293	0.664990714285714
cvirNC_035780.1	8794567	8818934	59.6201371428571
cvirNC_035780.1	8819118	8823985	46.9637292857143
cvirNC_035780.1	8829533	8833841	59.0530292857143
cvirNC_035780.1	8833968	8837153	51.3673864285714
cvirNC_035780.1	8842869	8850351	53.1597278571429
cvirNC_035780.1	8851480	8904298	44.0922485714286
cvirNC_035780.1	8878802	8890809	52.1109785714286
cvirNC_035780.1	8891942	8916867	57.7690292857143
cvirNC_035780.1	8919790	8924585	54.24664
cvirNC_035780.1	8929145	8941284	61.7949607142857
cvirNC_035780.1	8941429	8943356	20.6759114285714
cvirNC_035780.1	8951007	8951628	0.255999627857143
cvirNC_035780.1	8954063	8955756	0.247722514285714
cvirNC_035780.1	8971890	8974460	0.255843407142857
