gene_name,males_controls_max_transcript_counts,males_exposed_max_transcript_counts,difference,avg_meth_control,avg_meth_exposed,change_meth,avg_exp_control,avg_exp_exposed,change_exp,start,end,meth.diff,DMLcount
LOC111100114,2,1,-1,0.807081809054642,2.27776198503315,1.47068017597851,6.1978262430391,5.11555516666667,-1.08227107637243,NA,NA,NA,0
LOC111100118,4,2,-2,13.3676230839917,16.1851702454409,2.81754716144922,4.0666917569222,4.60532441311975,0.538632656197557,NA,NA,NA,0
LOC111100126,0,1,1,1.99446701821789,2.96369412542225,0.96922710720436,0,0.7660895,0.7660895,NA,NA,NA,0
LOC111100133,1,2,1,4.54489737208298,2.24314302916844,-2.30175434291454,3.1285495,5.27508235791016,2.14653285791016,NA,NA,NA,0
LOC111100136,1,2,1,43.1041395941458,38.4443457895636,-4.65979380458218,8.75167096089009,8.28139227337605,-0.470278687514039,NA,NA,NA,0
LOC111100140,0,1,1,1.96826687263656,1.32709956001066,-0.641167312625897,0,0.0624146666666667,0.0624146666666667,NA,NA,NA,0
LOC111100143,5,6,1,80.2308068809379,81.9261867501384,1.69537986920047,11.246755762738,10.0142154534653,-1.23254030927266,NA,NA,NA,0
LOC111100144,1,3,2,4.65332427241018,11.4130397494105,6.75971547700033,3.8031618159582,2.8506064086012,-0.95255540735699,NA,NA,NA,0
LOC111100152,1,2,1,17.0769467561947,20.0537697936549,2.97682303746026,0.182995677204659,0.9274720100758,0.744476332871141,NA,NA,NA,0
LOC111100154,12,9,-3,70.439754269875,69.1781102439007,-1.26164402597432,10.4737791576913,9.77758184866443,-0.696197309026889,NA,NA,NA,0
LOC111100169,1,4,3,49.2172337632353,19.5219394095884,-29.695294353647,0.0026345521591765,1.77937900577454,1.77674445361536,NA,NA,NA,0
LOC111100176,5,6,1,67.2717131186372,70.9243332092464,3.65262009060919,3.47731501988839,3.80179763405367,0.324482614165278,NA,NA,NA,0
LOC111100182,1,2,1,11.0420164913911,9.52247140735319,-1.51954508403791,3.3413998700637,3.14980647282378,-0.191593397239915,NA,NA,NA,0
LOC111100192,5,6,1,62.0479912753087,61.214765173519,-0.833226101789691,3.27265580121683,3.29614536515061,0.0234895639337718,NA,NA,NA,0
LOC111100225,1,2,1,0.460450455432833,0.623732166744775,0.163281711311941,1.32533,1.95273178706084,0.62740178706084,NA,NA,NA,0
LOC111100229,1,2,1,0.492426781902487,0.924295230136136,0.431868448233649,6.20102961703006,7.65461333592116,1.4535837188911,NA,NA,NA,0
LOC111100234,2,1,-1,0.373933540646427,0.373228400803224,-0.000705139843203084,4.73243653658537,6.08686733333333,1.35443079674797,NA,NA,NA,0
LOC111100237,2,3,1,1.83041131262784,2.09052118724146,0.260109874613625,6.36292663840482,6.38901764834674,0.0260910099419132,NA,NA,NA,0
LOC111100239,6,7,1,21.709462163668,20.1680517597186,-1.5414104039495,6.80017387689531,5.68532391448054,-1.11484996241476,NA,NA,NA,0
LOC111100240,2,3,1,0.311629769146351,0.292803360109619,-0.0188264090367319,7.05535466531217,8.1375425938308,1.08218792851863,NA,NA,NA,0
LOC111100241,2,3,1,14.9230389015153,12.3321961297341,-2.59084277178118,5.28342196422182,4.48614980346849,-0.797272160753328,NA,NA,NA,0
LOC111100242,3,2,-1,10.8745847172639,16.8290907653282,5.9545060480643,9.10965687037423,4.6707232949411,-4.43893357543312,NA,NA,NA,0
LOC111100278,3,4,1,3.96852667538463,5.66022653034962,1.69169985496499,3.60940586713666,3.82942746190347,0.220021594766812,NA,NA,NA,0
LOC111100279,2,1,-1,81.8142295924183,81.948880520723,0.134650928304609,14.1760920432587,12.6809113333333,-1.49518070992532,NA,NA,NA,0
LOC111100288,2,4,2,79.3735671707022,80.2860709540827,0.912503783380586,3.58206861301667,4.63951964003705,1.05745102702037,NA,NA,NA,0
LOC111100296,1,3,2,3.59315603058345,5.21293699379977,1.61978096321632,2.08581700053879,1.9908232577227,-0.0949937428160912,NA,NA,NA,0
LOC111100299,3,2,-1,1.03907202260453,0.298126217078584,-0.740945805525947,6.82504204936305,4.95967954903132,-1.86536250033173,NA,NA,NA,0
LOC111100314,1,2,1,72.7523430788569,73.8784135969168,1.12607051805992,10.0189085,11.8001095366368,1.78120103663683,NA,NA,NA,0
LOC111100320,2,3,1,5.98825253709041,5.50546937283555,-0.48278316425486,5.67304246413981,6.29413666954153,0.621094205401723,NA,NA,NA,0
LOC111100324,2,1,-1,0.258906019740867,0.482957076328027,0.22405105658716,7.8089986505116,8.3665693904502,0.557570739938596,NA,NA,NA,0
LOC111100327,4,5,1,78.2879505829328,79.0032059597136,0.71525537678076,9.25346330944418,8.76033545532728,-0.493127854116899,NA,NA,NA,0
LOC111100330,4,3,-1,0.249307785055599,0.314497470464286,0.0651896854086871,10.1406041571339,11.9048221196836,1.76421796254975,NA,NA,NA,0
LOC111100331,1,3,2,0.276341326949674,0.234570603048731,-0.041770723900943,2.45223246623827,2.15432555977152,-0.297906906466748,NA,NA,NA,0
LOC111100334,2,1,-1,0.588730166178496,0.429558728055445,-0.15917143812305,3.79851211961723,3.244117,-0.554395119617225,NA,NA,NA,0
LOC111100336,4,5,1,75.9461905783588,76.6404481515178,0.694257573159064,3.49430016122147,3.954185821078,0.459885659856539,4320554,4320556,70,1
LOC111100344,2,3,1,79.8175349910852,75.5736585571799,-4.24387643390531,3.37986693436953,3.35986695239346,-0.0199999819760657,10648645,10648647,-50,1
LOC111100375,4,6,2,0.365129775068778,0.345957139765738,-0.0191726353030395,5.90393867577778,7.64412711914074,1.74018844336296,NA,NA,NA,0
LOC111100379,1,2,1,13.6755395548391,4.52313577743843,-9.15240377740066,5.99337451947236,7.44872100488553,1.45534648541317,NA,NA,NA,0
LOC111100389,4,6,2,0.255882592369418,0.496913684452154,0.241031092082737,4.51633410568638,7.12770105992725,2.61136695424086,NA,NA,NA,0
LOC111100390,3,4,1,0.577158277184959,0.322071337057327,-0.255086940127632,5.11276421255884,5.97760900235344,0.864844789794603,NA,NA,NA,0
LOC111100391,1,2,1,9.7294411815329,4.68653167220794,-5.04290950932495,7.3551645,7.70034155749205,0.34517705749205,NA,NA,NA,0
LOC111100396,1,2,1,40.8880904717184,49.038805699775,8.15071522805658,3.68563425601375,4.57388223924071,0.888247983226969,NA,NA,NA,0
LOC111100398,2,3,1,62.9042386791714,60.5563070708002,-2.34793160837122,19.2211230869826,15.3296836293262,-3.89143945765646,NA,NA,NA,0
LOC111100404,2,1,-1,0.411587032654782,0.405064705721322,-0.00652232693345994,4.12806005926308,6.16224022571502,2.03418016645194,NA,NA,NA,0
LOC111100406,5,7,2,3.17095665949509,4.11282204925451,0.941865389759425,8.31908977004878,6.00490716740357,-2.31418260264521,14584671,14584673,61,1
LOC111100408,4,5,1,42.1216375984325,33.826565773321,-8.29507182511146,4.13740032479912,4.59561471872413,0.458214393925005,NA,NA,NA,0
LOC111100411,1,2,1,0.29248172979207,0.31951744302,0.0270357132279291,5.16568756145526,3.64096410138752,-1.52472346006774,NA,NA,NA,0
LOC111100415,1,3,2,37.6918783500461,26.4905423382591,-11.201336011787,8.00600775,7.60474047144305,-0.401267278556949,NA,NA,NA,0
LOC111100418,2,3,1,0.71744398258292,6.44189116803692,5.724447185454,2.79315983135484,4.1083100855914,1.31515025423656,NA,NA,NA,0
LOC111100419,2,3,1,23.1423507255855,19.0380051333968,-4.10434559218872,4.77986023155738,6.31798171075508,1.5381214791977,NA,NA,NA,0
LOC111100420,2,3,1,10.6513520175813,14.4893302858441,3.83797826826283,7.86554178321678,5.51825700792541,-2.34728477529137,NA,NA,NA,0
LOC111100425,5,4,-1,17.5893569553011,16.6794507331403,-0.909906222160831,5.67314630732178,6.24872480557849,0.575578498256702,NA,NA,NA,0
LOC111100426,6,7,1,12.9497055029992,13.4381946885219,0.488489185522756,13.9053901429762,11.0779277412116,-2.82746240176462,14976994,14976996,52,2
LOC111100426,6,7,1,12.9497055029992,13.4381946885219,0.488489185522756,13.9053901429762,11.0779277412116,-2.82746240176462,14977019,14977021,50,2
LOC111100441,6,4,-2,12.9091359465896,15.4580963918474,2.54896044525777,15.1417663534205,9.09472606313864,-6.04704029028183,14584671,14584673,61,1
LOC111100444,6,9,3,0.249616371253432,0.299081966152293,0.0494655948988609,6.49321248342541,8.48701188453039,1.99379940110498,NA,NA,NA,0
LOC111100465,7,8,1,0.234189161924553,0.255112251664434,0.0209230897398809,8.37785889903358,8.96369092811121,0.585832029077629,NA,NA,NA,0
LOC111100470,2,1,-1,0.478516781979724,0.391143440245502,-0.0873733417342221,4.98481755161128,5.11293446785834,0.128116916247062,NA,NA,NA,0
LOC111100471,4,5,1,0.325547392646696,0.700300803133045,0.374753410486348,5.52139815353196,13.4377759983181,7.91637784478616,NA,NA,NA,0
LOC111100472,1,2,1,0.372130902341411,0.202008263631692,-0.170122638709718,2.47904566530612,2.84593725183674,0.366891586530614,NA,NA,NA,0
LOC111100474,1,0,-1,0.691110821354304,0.129570979587182,-0.561539841767121,0.488679,0,-0.488679,NA,NA,NA,0
LOC111100476,3,2,-1,14.4733790301096,8.30530102109906,-6.16807800901057,3.4214306172191,2.60502556395712,-0.81640505326198,NA,NA,NA,0
LOC111100477,3,2,-1,61.9341831377897,61.3114423544189,-0.622740783370766,5.51829806431328,5.49785620551665,-0.0204418587966249,NA,NA,NA,0
LOC111100481,3,5,2,71.3761850715002,68.5669750233203,-2.80921004817989,5.50282592733686,4.37028654967666,-1.1325393776602,NA,NA,NA,0
LOC111100482,2,3,1,18.2410911444128,20.3885269676952,2.14743582328244,6.0747484476854,6.2765288211699,0.20178037348449,NA,NA,NA,0
LOC111100486,3,4,1,20.2891883264999,18.1545491539498,-2.13463917255016,5.00260492773234,3.29730470820281,-1.70530021952953,NA,NA,NA,0
LOC111100487,2,1,-1,18.0689304431474,17.3765393494413,-0.692391093706085,3.19043146136364,3.98784071935262,0.79740925798898,NA,NA,NA,0
LOC111100494,1,2,1,0.209249155781908,0.269256308851173,0.0600071530692654,5.89139389204545,3.50767562452651,-2.38371826751894,NA,NA,NA,0
LOC111100506,2,1,-1,6.4797171920448,1.62425720354736,-4.85545998849744,5.13424371240126,4.96514261406003,-0.169101098341233,NA,NA,NA,0
LOC111100522,3,5,2,78.8876424914135,79.9120052376389,1.02436274622535,14.1253569045213,13.8057540082004,-0.319602896320919,NA,NA,NA,0
LOC111100523,5,6,1,17.9660660024903,16.7254084351098,-1.24065756738043,9.61525420232306,7.23018765683263,-2.38506654549043,NA,NA,NA,0
LOC111100529,1,2,1,2.52083193016287,3.61939675202961,1.09856482186675,6.32101140160911,2.11948370365404,-4.20152769795507,NA,NA,NA,0
LOC111100540,2,1,-1,72.4568647875194,67.5871275651426,-4.86973722237683,8.63891146168067,7.19969530347339,-1.43921615820728,NA,NA,NA,0
LOC111100543,1,2,1,2.34686812190845,1.91423082000711,-0.432637301901337,1.15830225,0.706972857993945,-0.451329392006055,NA,NA,NA,0
LOC111100548,6,8,2,26.7511695514002,26.7337333754945,-0.0174361759057824,5.96515919611368,7.5914083024055,1.62624910629181,NA,NA,NA,0
LOC111100551,2,1,-1,0.196173750288018,0.253932036580087,0.057758286292068,3.05790606118619,1.90127525825826,-1.15663080292793,NA,NA,NA,0
LOC111100557,4,5,1,9.96732179718919,10.1684178917937,0.201096094604555,4.41641898633585,5.04769995271485,0.631280966378999,NA,NA,NA,0
LOC111100564,1,2,1,0.458469101920798,1.22193515902998,0.763466057109184,1.68318041387097,6.20665951849462,4.52347910462365,NA,NA,NA,0
LOC111100568,5,7,2,58.2313029413189,48.9276235362739,-9.30367940504497,10.8960117897196,10.4445908606377,-0.451420929081912,32954815,32954817,-54,1
LOC111100571,4,2,-2,31.6193715491127,31.1863960029395,-0.432975546173246,4.71193945450742,5.05843995210207,0.346500497594649,NA,NA,NA,0
LOC111100572,2,1,-1,40.4242121102642,24.0759512615737,-16.3482608486906,5.53130105413346,5.09137908959295,-0.439921964540508,NA,NA,NA,0
LOC111100577,9,7,-2,0.281148500372407,0.32852455226951,0.047376051897104,7.98377238201184,8.64671811163707,0.662945729625235,NA,NA,NA,0
LOC111100586,5,6,1,0.39138011323008,0.394720765929727,0.00334065269964701,10.5168650288921,11.2815886018784,0.764723572986309,NA,NA,NA,0
LOC111100587,2,3,1,76.7067777310026,80.1237945237105,3.41701679270791,11.8077313362672,12.3995849141214,0.591853577854197,NA,NA,NA,0
LOC111100632,3,4,1,52.3317818580176,63.7050253490299,11.3732434910122,11.1261487100555,8.37818614841662,-2.7479625616389,43707051,43707053,53,1
LOC111100642,2,3,1,0.516945933095238,0.314542941850056,-0.202402991245182,1.93700262395446,3.97318477269207,2.03618214873761,NA,NA,NA,0
LOC111100734,2,4,2,3.40827949439153,5.06087185874458,1.65259236435305,2.21922636704088,2.93518211678954,0.715955749748659,NA,NA,NA,0
