gene_name,difference,males_controls_max_transcript_counts,males_exposed_max_transcript_counts,GO,p.value,product
LOC111130114,1,2,3,GO:0016192,1.8e-07,jouberin-like
LOC111133144,1,5,6,GO:0016192,1.8e-07,kinesin-like protein unc-104
LOC111134328,2,4,6,GO:0016192,1.8e-07,protein kinase C iota type-like
LOC111134711,1,1,2,GO:0016192,1.8e-07,synaptobrevin-like
LOC111136957,1,1,2,GO:0016192,1.8e-07,N-acetylglucosamine-1-phosphodiester alpha-N-acetylglucosaminidase-like
LOC111137603,1,1,2,GO:0016192,1.8e-07,vacuolar protein sorting-associated protein 33A-like
NA,NA,NA,NA,GO:0006796,2.0e-07,NA
NA,NA,NA,NA,GO:0006793,2.2e-07,NA
LOC111129882,1,2,3,GO:0060537,3.4e-07,selenoprotein N-like
NA,NA,NA,NA,GO:0030029,3.5e-07,NA
NA,NA,NA,NA,GO:0036211,4.2e-07,NA
LOC111104767,1,2,3,GO:0016310,4.9e-07,toll-interacting protein-like
LOC111121258,1,1,2,GO:0016310,4.9e-07,uncharacterized LOC111121258
LOC111124864,1,1,2,GO:0016310,4.9e-07,uncharacterized LOC111124864
LOC111133422,1,1,2,GO:0016310,4.9e-07,sedoheptulokinase-like
LOC111099852,2,0,2,GO:0006468,7.1e-07,uncharacterized LOC111099852
LOC111101163,4,1,5,GO:0006468,7.1e-07,uncharacterized LOC111101163
LOC111101719,1,0,1,GO:0006468,7.1e-07,uncharacterized LOC111101719
LOC111102868,1,0,1,GO:0006468,7.1e-07,uncharacterized LOC111102868
LOC111103347,2,2,4,GO:0006468,7.1e-07,uncharacterized LOC111103347
LOC111103646,2,2,4,GO:0006468,7.1e-07,proto-oncogene tyrosine-protein kinase ROS-like
LOC111103827,1,2,3,GO:0006468,7.1e-07,mitogen-activated protein kinase kinase kinase 7-like
LOC111103932,1,0,1,GO:0006468,7.1e-07,uncharacterized LOC111103932
LOC111103967,1,4,5,GO:0006468,7.1e-07,four-jointed box protein 1-like
LOC111104249,1,2,3,GO:0006468,7.1e-07,four-jointed box protein 1-like
LOC111106859,1,2,3,GO:0006468,7.1e-07,serine/threonine-protein kinase Nek4-like
LOC111106951,1,1,2,GO:0006468,7.1e-07,serine/threonine-protein kinase PAK 3-like
LOC111107462,2,5,7,GO:0006468,7.1e-07,protein kinase C delta type-like
LOC111107574,1,4,5,GO:0006468,7.1e-07,cyclin-dependent kinase 17-like
LOC111108145,1,2,3,GO:0006468,7.1e-07,serine/threonine-protein kinase B-raf-like
LOC111108199,1,2,3,GO:0006468,7.1e-07,serine/threonine-protein kinase B-raf-like
LOC111111025,1,2,3,GO:0006468,7.1e-07,uncharacterized LOC111111025
LOC111111337,1,1,2,GO:0006468,7.1e-07,uncharacterized LOC111111337
LOC111111345,1,1,2,GO:0006468,7.1e-07,PAS domain-containing serine/threonine-protein kinase-like
LOC111112204,2,3,5,GO:0006468,7.1e-07,uncharacterized LOC111112204
LOC111112612,2,3,5,GO:0006468,7.1e-07,uncharacterized LOC111112612
LOC111112629,5,1,6,GO:0006468,7.1e-07,uncharacterized LOC111112629
LOC111114190,1,0,1,GO:0006468,7.1e-07,uncharacterized LOC111114190
LOC111115138,1,3,4,GO:0006468,7.1e-07,serine/threonine-protein kinase Nek10-like
LOC111117659,1,1,2,GO:0006468,7.1e-07,uncharacterized LOC111117659
LOC111118004,1,2,3,GO:0006468,7.1e-07,MAP kinase-interacting serine/threonine-protein kinase 1-like
LOC111119098,2,3,5,GO:0006468,7.1e-07,AP2-associated protein kinase 1-like
LOC111119241,1,0,1,GO:0006468,7.1e-07,uncharacterized LOC111119241
LOC111119845,2,2,4,GO:0006468,7.1e-07,serine/threonine-protein kinase Sgk1-like
LOC111120050,1,2,3,GO:0006468,7.1e-07,speract receptor-like
LOC111122350,3,3,6,GO:0006468,7.1e-07,laminin subunit alpha-2-like
LOC111122368,6,5,11,GO:0006468,7.1e-07,uncharacterized LOC111122368
LOC111123343,2,2,4,GO:0006468,7.1e-07,serine/threonine-protein kinase TNNI3K-like
LOC111123610,3,8,11,GO:0006468,7.1e-07,phosphorylase b kinase regulatory subunit alpha
LOC111124011,1,3,4,GO:0006468,7.1e-07,vascular endothelial growth factor receptor 1-like
LOC111124669,1,2,3,GO:0006468,7.1e-07,serine/threonine-protein kinase SIK3-like
LOC111125084,1,3,4,GO:0006468,7.1e-07,fibroblast growth factor receptor 2-like
LOC111125134,2,3,5,GO:0006468,7.1e-07,cyclin-dependent kinase-like 5
LOC111125306,1,4,5,GO:0006468,7.1e-07,cyclin-dependent kinase-like 5
LOC111125488,3,2,5,GO:0006468,7.1e-07,serine/threonine-protein kinase Nek1-like
LOC111125854,2,3,5,GO:0006468,7.1e-07,serine/threonine-protein kinase Nek1-like
LOC111126875,1,2,3,GO:0006468,7.1e-07,tyrosine-protein kinase transmembrane receptor Ror-like
LOC111129300,1,4,5,GO:0006468,7.1e-07,5'-AMP-activated protein kinase subunit beta-1-like
LOC111129365,1,3,4,GO:0006468,7.1e-07,baculoviral IAP repeat-containing protein 6-like
LOC111130310,1,3,4,GO:0006468,7.1e-07,baculoviral IAP repeat-containing protein 6-like
LOC111134328,2,4,6,GO:0006468,7.1e-07,protein kinase C iota type-like
LOC111135048,2,1,3,GO:0006468,7.1e-07,SNF-related serine/threonine-protein kinase-like
LOC111135701,1,1,2,GO:0006468,7.1e-07,eukaryotic translation initiation factor 2-alpha kinase 3-like
LOC111136727,1,2,3,GO:0006468,7.1e-07,TP53-regulating kinase-like
LOC111137677,1,3,4,GO:0006468,7.1e-07,kinase suppressor of Ras 2-like
LOC111101414,1,1,2,GO:0007163,7.6e-07,uncharacterized LOC111101414
LOC111110802,1,1,2,GO:0007163,7.6e-07,uncharacterized LOC111110802
LOC111126149,1,3,4,GO:0007163,7.6e-07,protocadherin Fat 1-like
LOC111130775,1,2,3,GO:0007163,7.6e-07,B9 domain-containing protein 2-like
LOC111130892,1,1,2,GO:0007163,7.6e-07,B9 domain-containing protein 2-like
NA,NA,NA,NA,GO:0048518,1.1e-06,NA
NA,NA,NA,NA,GO:0048646,1.7e-06,NA
LOC111120759,2,6,8,GO:0048513,1.8e-06,uncharacterized LOC111120759
NA,NA,NA,NA,GO:0043412,2.3e-06,NA
NA,NA,NA,NA,GO:0022607,2.3e-06,NA
LOC111099840,1,0,1,GO:0007155,2.4e-06,scavenger receptor class F member 1-like
LOC111099951,1,0,1,GO:0007155,2.4e-06,uncharacterized LOC111099951
LOC111100005,1,1,2,GO:0007155,2.4e-06,neuroglian-like
LOC111100080,1,1,2,GO:0007155,2.4e-06,B-cell receptor CD22-like
LOC111100792,2,5,7,GO:0007155,2.4e-06,peripheral plasma membrane protein CASK-like
LOC111100993,1,2,3,GO:0007155,2.4e-06,uncharacterized LOC111100993
LOC111101414,1,1,2,GO:0007155,2.4e-06,uncharacterized LOC111101414
LOC111101500,1,0,1,GO:0007155,2.4e-06,multiple epidermal growth factor-like domains protein 10
LOC111102026,1,0,1,GO:0007155,2.4e-06,uncharacterized LOC111102026
LOC111102129,1,0,1,GO:0007155,2.4e-06,calcium and integrin-binding protein 1-like
LOC111102404,1,0,1,GO:0007155,2.4e-06,uncharacterized LOC111102404
LOC111102569,1,1,2,GO:0007155,2.4e-06,uncharacterized LOC111102569
LOC111102648,1,1,2,GO:0007155,2.4e-06,cell death abnormality protein 1-like
LOC111102868,1,0,1,GO:0007155,2.4e-06,uncharacterized LOC111102868
LOC111103274,2,1,3,GO:0007155,2.4e-06,uncharacterized LOC111103274
LOC111104078,1,1,2,GO:0007155,2.4e-06,protocadherin gamma-B7-like
LOC111104545,1,1,2,GO:0007155,2.4e-06,beta-1
LOC111104689,1,3,4,GO:0007155,2.4e-06,spondin-1-like
LOC111104773,1,2,3,GO:0007155,2.4e-06,uncharacterized LOC111104773
LOC111105920,1,2,3,GO:0007155,2.4e-06,uncharacterized LOC111105920
LOC111105922,1,1,2,GO:0007155,2.4e-06,tenascin-like
LOC111105939,1,2,3,GO:0007155,2.4e-06,integrin beta-like protein A
LOC111106344,1,1,2,GO:0007155,2.4e-06,tenascin-like
LOC111106425,1,2,3,GO:0007155,2.4e-06,complement C1q-like protein 3
LOC111106764,1,1,2,GO:0007155,2.4e-06,uncharacterized LOC111106764
LOC111106778,1,1,2,GO:0007155,2.4e-06,uncharacterized LOC111106778
LOC111106842,1,1,2,GO:0007155,2.4e-06,integrin beta-like protein D
LOC111107224,1,4,5,GO:0007155,2.4e-06,fibropellin-1-like
LOC111108428,2,3,5,GO:0007155,2.4e-06,prion-like-(Q/N-rich) domain-bearing protein 25
LOC111108507,1,1,2,GO:0007155,2.4e-06,cell death abnormality protein 1-like
LOC111109728,1,0,1,GO:0007155,2.4e-06,tenascin-like
LOC111109829,1,1,2,GO:0007155,2.4e-06,protocadherin Fat 3-like
LOC111110802,1,1,2,GO:0007155,2.4e-06,uncharacterized LOC111110802
LOC111110816,1,1,2,GO:0007155,2.4e-06,scavenger receptor class F member 1-like
LOC111111050,1,8,9,GO:0007155,2.4e-06,liprin-beta-1-like
LOC111111289,2,2,4,GO:0007155,2.4e-06,uncharacterized LOC111111289
LOC111111487,1,9,10,GO:0007155,2.4e-06,integrin alpha-2-like
LOC111111664,1,0,1,GO:0007155,2.4e-06,complement C1q tumor necrosis factor-related protein 2-like
LOC111111698,1,2,3,GO:0007155,2.4e-06,coadhesin-like
LOC111111941,2,5,7,GO:0007155,2.4e-06,multiple epidermal growth factor-like domains protein 11
LOC111111946,1,2,3,GO:0007155,2.4e-06,receptor-type tyrosine-protein phosphatase delta-like
LOC111112130,1,4,5,GO:0007155,2.4e-06,mucin-2-like
LOC111112347,1,0,1,GO:0007155,2.4e-06,uncharacterized LOC111112347
LOC111112379,1,0,1,GO:0007155,2.4e-06,multiple epidermal growth factor-like domains protein 10
LOC111112452,2,2,4,GO:0007155,2.4e-06,uncharacterized LOC111112452
LOC111112605,4,15,19,GO:0007155,2.4e-06,talin-1-like
LOC111112620,1,15,16,GO:0007155,2.4e-06,centrosome and spindle pole-associated protein 1-like
LOC111112706,1,2,3,GO:0007155,2.4e-06,receptor-type tyrosine-protein phosphatase T-like
LOC111112710,1,1,2,GO:0007155,2.4e-06,multiple epidermal growth factor-like domains protein 10
LOC111112757,1,1,2,GO:0007155,2.4e-06,multiple epidermal growth factor-like domains protein 10
LOC111112922,1,2,3,GO:0007155,2.4e-06,receptor-type tyrosine-protein phosphatase alpha-like
LOC111113019,1,2,3,GO:0007155,2.4e-06,receptor-type tyrosine-protein phosphatase T-like
LOC111113294,1,1,2,GO:0007155,2.4e-06,uncharacterized LOC111113294
LOC111113430,1,2,3,GO:0007155,2.4e-06,receptor-type tyrosine-protein phosphatase epsilon-like
LOC111113804,1,0,1,GO:0007155,2.4e-06,mucin-1-like
LOC111114448,1,3,4,GO:0007155,2.4e-06,sushi
LOC111114500,1,1,2,GO:0007155,2.4e-06,receptor-type tyrosine-protein phosphatase epsilon-like
LOC111114614,1,1,2,GO:0007155,2.4e-06,serine protease inhibitor Cvsi-2-like
LOC111114709,1,1,2,GO:0007155,2.4e-06,multiple epidermal growth factor-like domains protein 10
LOC111115259,2,2,4,GO:0007155,2.4e-06,receptor-type tyrosine-protein phosphatase epsilon-like
LOC111115447,1,0,1,GO:0007155,2.4e-06,multiple epidermal growth factor-like domains protein 11
LOC111115934,1,0,1,GO:0007155,2.4e-06,uncharacterized LOC111115934
LOC111116561,1,0,1,GO:0007155,2.4e-06,protein draper-like
LOC111116632,1,2,3,GO:0007155,2.4e-06,receptor-type tyrosine-protein phosphatase alpha-like
LOC111116890,3,2,5,GO:0007155,2.4e-06,multiple epidermal growth factor-like domains protein 6
LOC111117117,1,1,2,GO:0007155,2.4e-06,multiple epidermal growth factor-like domains protein 10
LOC111117310,2,2,4,GO:0007155,2.4e-06,asialoglycoprotein receptor 2-like
LOC111117346,1,0,1,GO:0007155,2.4e-06,protein draper-like
LOC111117369,2,2,4,GO:0007155,2.4e-06,uncharacterized LOC111117369
LOC111117400,1,2,3,GO:0007155,2.4e-06,protein draper-like
LOC111117755,3,3,6,GO:0007155,2.4e-06,multiple epidermal growth factor-like domains protein 10
LOC111117802,1,1,2,GO:0007155,2.4e-06,low affinity immunoglobulin epsilon Fc receptor-like
LOC111118317,1,2,3,GO:0007155,2.4e-06,protein draper-like
LOC111118379,2,8,10,GO:0007155,2.4e-06,contactin-associated protein-like 5
LOC111119015,1,6,7,GO:0007155,2.4e-06,contactin-associated protein-like 5
LOC111119286,1,2,3,GO:0007155,2.4e-06,uncharacterized LOC111119286
LOC111119426,3,5,8,GO:0007155,2.4e-06,collagen alpha-1(XXV) chain-like
LOC111119720,1,1,2,GO:0007155,2.4e-06,multiple epidermal growth factor-like domains protein 11
LOC111119769,1,1,2,GO:0007155,2.4e-06,receptor-type tyrosine-protein phosphatase kappa-like
LOC111120008,1,1,2,GO:0007155,2.4e-06,receptor-type tyrosine-protein phosphatase kappa-like
LOC111121325,1,1,2,GO:0007155,2.4e-06,arp2/3 complex-activating protein rickA-like
LOC111121708,1,1,2,GO:0007155,2.4e-06,receptor-type tyrosine-protein phosphatase kappa-like
LOC111122205,1,2,3,GO:0007155,2.4e-06,uncharacterized LOC111122205
LOC111122350,3,3,6,GO:0007155,2.4e-06,laminin subunit alpha-2-like
LOC111122665,1,2,3,GO:0007155,2.4e-06,uncharacterized LOC111122665
LOC111122954,1,1,2,GO:0007155,2.4e-06,uncharacterized LOC111122954
LOC111122974,1,0,1,GO:0007155,2.4e-06,B-cell receptor CD22-like
LOC111123390,1,2,3,GO:0007155,2.4e-06,uncharacterized LOC111123390
LOC111123636,1,1,2,GO:0007155,2.4e-06,uncharacterized LOC111123636
LOC111123890,2,14,16,GO:0007155,2.4e-06,dipeptidyl peptidase 4-like
LOC111124026,1,8,9,GO:0007155,2.4e-06,teneurin-m-like
LOC111124681,2,2,4,GO:0007155,2.4e-06,hemicentin-1-like
LOC111125677,1,2,3,GO:0007155,2.4e-06,receptor-type tyrosine-protein phosphatase F-like
LOC111125717,1,4,5,GO:0007155,2.4e-06,mucin-5AC-like
LOC111125923,1,1,2,GO:0007155,2.4e-06,uncharacterized LOC111125923
LOC111126149,1,3,4,GO:0007155,2.4e-06,protocadherin Fat 1-like
LOC111126376,2,13,15,GO:0007155,2.4e-06,nephrin-like
LOC111126409,2,2,4,GO:0007155,2.4e-06,multiple epidermal growth factor-like domains protein 10
LOC111126715,2,2,4,GO:0007155,2.4e-06,uncharacterized LOC111126715
LOC111126810,1,8,9,GO:0007155,2.4e-06,teneurin-m-like
LOC111126940,1,1,2,GO:0007155,2.4e-06,cell adhesion molecule 2-like
